func_name,qwen3-4B_ires,qwen3-8B_ires,doubao-embedding-vision-251215_ires
HttpRequest.cookie,0.748500032,0.797494817,0.566121713
SettingLoader.store,0.891939158,0.866387516,0.772030311
GroovydocManager.attachGroovydocAnnotation,0.928262713,0.922552552,0.867409463
Messages.createMessage,0.884293426,0.855766269,0.766925813
ServerLogReaderTransactional.getManifest,0.924318754,0.902428438,0.827560371
AtomicLongContainerCollector.onIteration,1,1,0.999451972
CmsContainerElementData.getSettingConfig,0.999664306,0.999704588,0.998585638
SourceUnit.create,0.948226574,0.97064919,0.945959727
DbUtil.getJndiDs,0.972144907,0.966169528,0.941212983
KeyedStream.process,0.861113207,0.864111893,0.736263136
HttpUtil.addParam,0.925780953,0.893312104,0.870730907
D4Cursor.readAs,0.903812626,0.891433209,0.788097542
HttpServer.getWebAppsPath,0.967139025,0.926911675,0.924652823
CmsFlexCacheKey.parseFlexKey,0.797104561,0.862174325,0.676940909
LinkedTransferQueue.tryAppend,0.921587577,0.929117354,0.882316451
UCharacter.codePointCount,0.929595599,0.929128164,0.851910535
FactoryPointTracker.dda_FH_SURF_Fast,0.929217338,0.913129477,0.882663291
SecureUtil.createMessageDigest,0.978390776,0.970287668,0.969631018
NetworkEnvironmentConfiguration.createNettyConfig,0.932958695,0.914352676,0.849143821
DataSet.firstRow,0.947603996,0.941610307,0.923886461
CmsJlanNetworkFile.getFullChildPath,0.796866331,0.79296384,0.705088313
DataFactory.findAccessByServiceType,0.979923996,0.980413177,0.940599931
OCNNOutputLayer.computeScore,0.967933474,0.972903366,0.946172521
Nd4jWorkspace.destroyWorkspace,0.904347365,0.903652343,0.838850939
LocaleUtils.createResourceFilesRegex,0.929406767,0.948135548,0.905205011
HttpResponseHeader.getHttpCookies,0.984383945,0.979049805,0.933081559
NioOutboundPipeline.unschedule,0.57244532,0.651913898,0.547037774
MutableBigInteger.divideLongMagnitude,0.900590743,0.894426032,0.832784713
CameraPlaneProjection.planeToNormalized,0.999893297,0.999903564,1
DomainAlwaysInScopeMatcher.matches,0.778446861,0.7124469,0.750383866
InvariantRanker.rank,0.746454144,0.73395827,0.636145638
ParameterTabPanel.reportErrors,0.847613751,0.861708658,0.74116977
LocalJobUtilization.write,0.957374996,0.956139711,0.920920655
KvStateSerializer.serializeValue,0.875153001,0.901355463,0.87243714
NamespaceBuilderSupport.invokeMethod,0.926350603,0.916537154,0.857399683
GEOSTransform.FGFtoSat,0.901529071,0.920120278,0.905581912
DTMDefaultBase.getNextAttributeIdentity,0.947519726,0.971847883,0.918779202
MetricsUtil.parseMetricName,0.878852805,0.867820236,0.767048356
CmsContextMenuWidget.addRootMenuItem,0.974608609,0.973766577,0.96411961
VariantCustom.setParameter,0.956019941,0.950492424,0.903836177
AtomTetrahedralLigandPlacer3D.calculate3DCoordinates3,0.865000333,0.882696166,0.843878611
MoleculeSignature.calculateOrbits,0.949833924,0.936218892,0.839629989
MessagePattern.prefix,0.759988615,0.783908884,0.701611359
TaskTracker.getAveMapSlotRefillMsecs,0.98339405,0.958306276,0.929488823
Nidsheader.pcode_25,0.909844332,0.915810726,0.846667231
DiSH.subspaceDimensionality,0.864516145,0.846162576,0.789373962
Quantifier.matches,0.949641181,0.94551407,0.900835172
HeartbeatManagerImpl.receiveHeartbeat,0.886630997,0.903806319,0.866777934
CudaAffinityManager.touch,0.858540019,0.872179093,0.765019108
SparseBooleanArray.delete,0.995823181,0.9955542,0.995995638
AbstractRStarTree.overflowTreatment,0.999914802,1,0.999274965
ChecksumStore.putIfAbsentChecksum,0.942449446,0.9629988,0.883826478
ClassWriterImpl.addTypeParamInfo,0.801266758,0.845053132,0.816136713
DbUtils.getColumnType,0.990363442,0.987705444,0.976483281
MarkdownDocStream.indent,0.921799978,0.934269827,0.909194157
LocalDirAllocator.getLocalPathToRead,0.999903084,1,0.998794625
CmsStringUtil.splitAsList,0.94827227,0.926861265,0.876543321
DateTimeUtils.parseDateFormat,0.919644903,0.945718671,0.839887317
Mean.highPrecision,0.823073359,0.864894881,0.727940463
PCA.pca,0.919473096,0.90751056,0.856706439
Sql.cacheStatements,0.99987605,0.999900469,0.997283558
HardLinkFileInfo.getHardLinkedFile,0.958265189,0.923152377,0.911799207
Tree.depth,0.979386354,0.978916508,0.948455474
SourceBuffer.write,0.940482741,0.960441753,0.923388402
ServletUtil.showThreads,0.984898927,0.975398962,0.922299535
TaskExecutor.notifyOfNewResourceManagerLeader,0.859097343,0.881608118,0.770985165
SwingUtils.getDescendantOfType,0.999875346,0.999909894,1
NetcdfFileWriteable.addVariableAttribute,0.935722813,0.928855367,0.911282498
FixBondOrdersTool.getRingSystem,0.965751869,0.945769669,0.933157227
SimplifiedCoverTree.checkCoverTree,0.883357092,0.895790412,0.7821561
IndyGuardsFiltersAndSignatures.unwrap,0.944255301,0.884950887,0.831102458
DBIDUtil.symmetricIntersection,0.897847157,0.885112903,0.814771409
LocalDateTime.withNano,0.999874014,0.999889398,0.999328157
JShellTool.builtInEdit,0.848639988,0.837510297,0.725111977
PortableUtils.getArrayLengthOfTheField,0.943578702,0.961563503,0.84744908
CmsJspResourceWrapper.readResource,0.967577249,0.950091303,0.909475433
StructuredSyntaxDocumentFilter.remove,0.780745747,0.833544002,0.736686539
CmsContentService.getSessionCache,0.986557153,0.991493073,0.97387277
ConvertImage.average,0.931516233,0.882453171,0.907784929
JShellTool.showSetStart,0.630512037,0.656631666,0.491557166
ServletUtil.getCookie,0.926684551,0.897861628,0.873432222
Groovy.computeScriptName,0.713032487,0.670719541,0.622703701
Validator.validateUpperCase,0.978847154,0.985942713,0.965520673
CmsEncoder.lookupEncoding,0.82147606,0.835995483,0.747291565
Invalidator.invalidateKey,0.938877086,0.951688629,0.871639763
WritableUtils.toByteArray,0.93826012,0.956665815,0.895228359
CmsShellCommands.perf,0.909097951,0.873486872,0.793420852
IterUtil.countMap,0.950076098,0.950980821,0.886175023
InternalPartitionServiceImpl.publishPartitionRuntimeState,0.885328337,0.907685074,0.846191201
GaussStddevWeight.getWeight,0.940712003,0.929248669,0.905524471
AttributeTable.addAlias,0.919881263,0.909143516,0.825043169
LogReader.readAll,0.945985577,0.970409193,0.913654786
DownloadController.makeNetcdf4,0.863061379,0.83423563,0.75277047
EvaluationResult.newGroup,0.972934673,0.973387713,0.950501122
StaticTypeCheckingVisitor.pushInstanceOfTypeInfo,0.870000744,0.878734716,0.851398602
GeometryTools.has3DCoordinates,0.985239047,0.985229075,0.955186567
HttpRequestHeader.getHostName,0.771280638,0.795995374,0.751185638
GroovyShell.run,0.711922,0.780113918,0.642724647
SourceCodeTraversal.setUp,0.878779825,0.855935822,0.762973261
ClassUtil.isPublic,0.950257614,0.947878657,0.8372289
SplitMergeLineFitLoop.splitSegments,0.897239781,0.867266772,0.867405847
FeatureLaplacePyramid.detect,0.853010504,0.877025418,0.783525617
HistogramFeatureOps.histogram,0.738929863,0.860685099,0.718395997
DistCh.run,0.599612315,0.626157227,0.601757456
ResultUtil.removeRecursive,0.956641844,0.936510548,0.887986907
GaloisField.add,0.99982446,0.999916972,0.998824908
ActualPoolInfoArgs.isSet,0.925510305,0.909656166,0.918645896
IDCreator.createIDs,0.959411465,0.962248928,0.922569929
ViterbiBuilder.repairBrokenLatticeBefore,0.963324298,0.963130205,0.93722137
SelfCalibrationBase.addCameraMatrix,0.795286599,0.761367615,0.570924867
NetworkEnvironmentConfiguration.checkNewNetworkConfig,0.928389506,0.933174975,0.86406126
PNCounterProxy.invokeInternal,0.942755999,0.96764696,0.917938949
ClassWriter.writeBootstrapMethods,0.918344917,0.933006039,0.887512459
SpiderThread.addSeeds,0.910292048,0.904861961,0.823058794
URLUtil.url,0.938965835,0.916372751,0.844197726
DateIntervalInfo.initializeFromReadOnlyPatterns,0.970095677,0.956023525,0.968911919
TaskManagerLocation.getFqdnHostName,0.870586487,0.939454674,0.824335082
BrowserDialog.getJPanelBottom,0.863068699,0.856270446,0.753627019
SpiderParam.setParseComments,0.999896457,0.999918112,0.998357183
Triangulate2ViewsGeometricMetric.triangulate,0.834764383,0.803923961,0.754177937
CTLuRandomWalkEC.run,0.831204961,0.816303794,0.741050918
Mercator.projToLatLon,0.939304383,0.965125786,0.917001938
SliceOps.makeLong,0.994879659,0.997451999,0.993893214
VersionedAbstractParam.readConfigFileVersion,0.963635854,0.951474871,0.885306844
QRDecomposition.rank,0.97966497,0.984864529,0.94431651
NumberMath.getMath,0.906585068,0.913864654,0.82322922
LocalInputChannel.releaseAllResources,0.876171564,0.839266911,0.826087097
BinaryEllipseDetector.setLensDistortion,0.889211898,0.934399177,0.83497864
SlotManager.registerSlot,0.89276819,0.897909383,0.874292757
CmsSecure.getPropertyInheritanceInfo,0.771915423,0.780486305,0.670049542
DiSH.extractClusters,0.872608808,0.884694032,0.765293746
JsonBuilder.invokeMethod,0.799096544,0.853811256,0.729377661
HoughTransformLinePolar.transform,0.78616918,0.794657384,0.732974362
Task.cancelInvokable,0.859517251,0.919672665,0.775113316
PostBasedAuthenticationMethodType.getPopupFlagLoginRequestMenuFactory,0.839359531,0.880822932,0.737232407
ClassLoadingMetricSet.register,0.999129533,0.99907805,0.995831698
A_CmsResourceType.updateRelationForUndo,0.8752527,0.861539263,0.820905805
Calendar.resolveFields,0.877409223,0.849428872,0.800198749
StructureDiagramGenerator.makeIonicBonds,0.936906418,0.948788341,0.837787468
PackageSummaryBuilder.buildExceptionSummary,0.934341414,0.950200986,0.887887705
VisOdomMonoPlaneInfinity.dropUnusedTracks,0.916694953,0.920024538,0.757844633
CudaDirectProvider.malloc,0.934159073,0.92293669,0.836486721
CollationElementIterator.getOffset,0.821687838,0.859696253,0.770179398
StaticTypeCheckingVisitor.findInstanceOfNotReturnExpression,0.940018932,0.9548156,0.889689803
UTF8.getBytes,0.825668836,0.828834582,0.782717131
JCDiagnostic.getLineNumber,0.999904206,1,1
Scheduler.getInstance,0.987643684,0.985178731,0.966194609
CompilationUnit.compile,0.754491419,0.756849422,0.670355081
ImplicitHCountAtom.matches,0.78547752,0.805225225,0.832350197
CalibrationDetectorCircleRegularGrid.createLayout,0.83078046,0.835099015,0.824903398
ReidSolomonCodes.computeSyndromes,0.904995613,0.932657404,0.778316287
AtomContainerManipulator.getIntersection,0.981604841,0.965817899,0.949701968
VMath.normalizeColumns,0.977942064,0.963713551,0.948121747
FileHandler.openFiles,0.693993769,0.709643311,0.519511096
CameraPlaneProjection.normalToPlane,0.997201239,0.991214695,0.997453171
TSNE.randomInitialSolution,0.990515172,0.986348246,0.964016232
PoissonDistribution.pmf,0.934777525,0.954004377,0.907059109
URLnaming.canonicalizeWrite,0.941359221,0.919656588,0.882275324
UriCodec.validateSimple,0.981850553,0.987050283,0.97803128
GribCdmIndex.getType,0.933886626,0.91636667,0.838819499
JavacParser.moreStatementExpressions,0.909750978,0.955721634,0.877909302
CmsPublishEngine.abandonThread,0.918036429,0.942838653,0.886641632
Word07Writer.addText,0.942203782,0.921283129,0.857098392
TaskRingBuffer.isTask,0.999893171,0.999891523,0.998501035
CmsPublishDialog.getWorkflowActionParams,0.903024603,0.933325461,0.845486161
ExecutorConfiguration.getFlatConfiguration,0.75787494,0.776088005,0.653986996
MigrationThread.stopNow,0.772347649,0.769383777,0.744880691
HashSlotArrayBase.migrateTo,0.747640208,0.831305286,0.773067166
JSVGUpdateSynchronizer.makeRunnerIfNeeded,0.72838939,0.696374111,0.63897724
AbstractMetricsContext.getAllRecords,0.963183225,0.956035279,0.887643825
MathUtils.binomial,0.910887989,0.917676151,0.818278139
CacheConfigReadOnly.getEvictionConfig,0.896563415,0.854761227,0.768245914
CRDTMigrationTask.getLocalMemberListIndex,0.987422952,0.974038708,0.96417032
AtomContainer.addBond,0.91820839,0.862877811,0.868314469
CmsSecurityManager.getUsersWithoutAdditionalInfo,0.990258252,0.990118399,0.985180771
ElementKindVisitor6.visitVariable,0.989480648,0.994918038,0.991144784
IntTrieBuilder.allocDataBlock,0.986758515,0.991811339,0.968792676
GroovyRowResult.get,0.987430225,0.977237073,0.965957287
ActivationELU.getActivation,0.94538021,0.945401308,0.856436545
SynonymsLibrary.reload,0.854157134,0.857416838,0.798652947
FSNamesystem.invalidateCorruptReplicas,0.957369412,0.975569391,0.921464195
Character.codePointBefore,0.997717798,0.996093687,0.990417705
GempakFileReader.init,0.764517296,0.709175604,0.593896774
OceanS.getCoordinateArray,0.904776472,0.918901475,0.912300637
DateUtil.endOfWeek,0.974641938,0.968541678,0.95896961
Field.formatDouble,0.889410602,0.893064424,0.804959587
GridHorizCoordSys.makeMSGgeostationary,0.880794092,0.901904071,0.78519061
NamespaceSupport.popContext,0.94701647,0.906996576,0.875986417
CudaZeroHandler.getAllocationStatistics,0.872177727,0.86568158,0.801069497
DaylightModel.aromaticElement,0.979830263,0.988740048,0.973063908
FSNamesystem.registerMBean,0.912381027,0.930293882,0.867506952
StatementUtil.getGeneratedKeyOfLong,0.956208091,0.959183297,0.939529651
Model.newSession,0.697363344,0.687304496,0.704774769
ConfigUtils.getConfig,0.933893823,0.92213485,0.780987163
SameDiff.convertToVariables,0.894027947,0.88540518,0.767293287
DataBlockScanner.updateBlockInfo,0.896991048,0.909632181,0.845365345
Validator.validateIpv6,0.999926117,0.999914395,1
JavadocConverter.convertJavadoc,0.895672014,0.882952021,0.792513876
RandomProjectedNeighborsAndDensities.splitRandomly,0.904422498,0.918020755,0.841967067
SLINKHDBSCANLinearMemory.run,0.949251814,0.965754481,0.942257199
Preconditions.checkNotNull,0.999865244,0.999933809,0.997505039
InMemoryIDistanceIndex.binarySearch,0.968710261,0.957823821,0.918284503
QuadPoseEstimator.pixelToMarker,0.908404736,0.908783372,0.818910179
Text.utf8Length,0.876770461,0.845629816,0.719481877
CmsXmlContentEditor.getXmlEditorIncludes,0.892566977,0.914156677,0.868708442
EncodedGradientsAccumulator.storeUpdate,0.703367239,0.755821332,0.717279987
MetaKeywords.getOverviewMetaKeywords,0.780383988,0.767913432,0.700019535
BinaryEllipseDetector.process,0.898815558,0.904742005,0.816942858
ImplMedianSortNaive.process,0.921985178,0.947560743,0.819480403
DisparityScoreRowFormat.process,0.880334651,0.927203601,0.833156996
SignatureSpi.engineUpdate,0.841219046,0.876640483,0.802239522
Resolve.findInheritedMemberType,0.935734335,0.94923993,0.897795727
MessageSerializer.deserializeRequestFailure,0.995497499,0.992660475,0.988680537
ExtensionPopupMenu.dismissed,0.989088097,0.990927179,0.979162033
VariableScopeVisitor.visitBlockStatement,0.970183971,0.970528266,0.953265213
MSTSplit.omitEdge,0.814825314,0.92710102,0.836015542
DocCommentParser.reference,0.808785703,0.82283834,0.806318837
EvaluateSquaredErrors.evaluateClustering,0.868676588,0.851532534,0.802136995
RestClusterClient.getJobDetails,0.923698941,0.902923143,0.894562425
I18N.setLocale,0.772466616,0.84579664,0.673329658
TreeNode.findTreeNode,0.972775746,0.981488955,0.958484141
ChemFile.addChemSequence,0.974990753,0.970001534,0.933896726
SDBaseOps.gather,0.99985482,1,0.998758747
Variable.isCaching,0.873454897,0.881384958,0.762605856
EllipsesIntoClusters.init,0.92120701,0.940816957,0.784358993
RingbufferMergeData.add,0.791029662,0.839392549,0.758439989
ClassReader.getLong,0.999905645,0.999893913,0.998978001
StylesheetRoot.recomposeAttributeSets,0.846990356,0.911360718,0.79762075
PluginPassiveScanner.setDefaultAlertThreshold,0.972646031,0.95854551,0.912184152
ClientConfig.setLabels,0.999898758,0.999880447,0.997858239
Counters.findCounter,0.861655544,0.882165282,0.84707328
Messages.get,0.898558289,0.883473826,0.839098111
BinarySerde.doByteBufferPutUnCompressed,0.840799138,0.900020269,0.858859853
DebugReactionSet.removeReaction,0.974765654,0.954131509,0.913722223
HashUtil.tianlHash,0.891432567,0.91386104,0.723208275
TransformProcessSequenceRecordReader.nextRecord,0.932065356,0.882016883,0.763344624
GeometryTools.getBondLengthAverage3D,0.975211864,0.985314297,0.960775909
ConvolveImageMean.vertical,0.946647641,0.954173324,0.917510442
Sql.withBatch,0.896367371,0.894209586,0.794526526
OperandStack.swap,0.883499052,0.920553295,0.871145145
AbstractMTree.insert,0.841417726,0.855042821,0.720546144
Broadcast.rsub,0.935039688,0.940089852,0.884941196
WKTParser.eatParameter,0.979635092,0.980885653,0.967631474
StaticTypeCheckingVisitor.checkGroovyStyleConstructor,0.860702012,0.882489565,0.769487369
RegularCyclicVertexSearch.buildVertexColor,0.899440153,0.822259545,0.796425372
KvStateRegistry.registerListener,0.958060448,0.954904221,0.892368585
MainMenuBar.getMenuImport,0.978230231,0.977660744,0.967698961
PopupMenuItemHttpMessageContainer.getInvoker,0.927089647,0.915963674,0.838139015
MoleculeSetRenderer.calculateDiagramBounds,0.910888973,0.885463865,0.865590712
NDArrayIndex.indexesFor,0.972253308,0.969517402,0.935512471
OptionsCheckForUpdatesPanel.initialize,0.981996213,0.972780699,0.905280734
FactoryIntensityPoint.fast,0.984037634,0.984949613,0.979487117
CmsLockUtil.withLockedResources,0.929336738,0.939927655,0.885073037
Anonymizer.anonymize,0.826351048,0.878837557,0.797421194
StaticTypeCheckingSupport.isUsingUncheckedGenerics,0.969352616,0.970844147,0.937887716
AutoEncoder.encode,0.976067789,0.972924628,0.9336838
Strand.removeMonomer,0.825540285,0.871330568,0.830742973
AttributeIndexRegistry.match,0.906619863,0.93226782,0.856001977
CompletableFuture.encodeRelay,0.96266496,0.955266199,0.922962981
WindowOperator.registerCleanupTimer,0.999851994,1,0.999369669
ClosureUtils.convertClosureToSource,0.952507656,0.927963221,0.825079038
D4DataCompiler.compile,0.911447862,0.922805991,0.751030926
EvaluationCalibration.getResidualPlot,0.979103293,0.982619435,0.961371015
MutableBigInteger.binaryGCD,0.923831956,0.94588913,0.889592796
Start.setOption,0.900588916,0.88009806,0.773151213
FactoryDerivativeSparse.createLaplacian,0.87310225,0.869124228,0.806016429
SchedulerForType.collectPoolInfoMetrics,0.850101101,0.832676361,0.742420684
RollingSink.setFSConfig,0.999865183,0.999876715,0.998666419
IMatrix.getVectorFromDiagonal,0.968582899,0.980992558,0.963739822
SkewGeneralizedNormalDistribution.logpdf,0.949859656,0.947108574,0.905257832
Pattern.times,0.963832257,0.955355677,0.927837598
FixBondOrdersTool.getBondNosForRingGroup,0.920185211,0.910022272,0.810862578
EventJournalReadOperation.shouldWait,0.806733859,0.797383547,0.75255371
AllFilterPanel.getBtnDisableAll,0.999912164,0.999925038,0.998641192
A_CmsUploadDialog.setHeight,0.915598773,0.901240833,0.784715606
CmsCmisUtil.checkAddProperty,0.912743044,0.898657636,0.855863902
FactoryMultiViewRobust.pnpRansac,0.9812557,0.977259184,0.951546984
GroovyScriptEngineImpl.compile,0.812202938,0.843487675,0.769792461
CosineUnitlengthDistanceFunction.distance,0.949955044,0.951947869,0.929009842
ClassNodeUtils.hasPossibleStaticProperty,0.881135487,0.902295047,0.818990492
DefaultGroovyMethods.leftShift,0.999888445,0.99992137,0.999238181
CmsSecurityManager.setPassword,0.992055219,0.993221727,0.979462741
DistributedRaidFileSystem.searchHarDir,0.93754994,0.949428228,0.874900803
ExtensionHook.getAddOnInstallationStatusListeners,0.999926205,0.999911996,1
Transition.dup,0.775655492,0.811995015,0.799988703
DTMNodeProxy.sameNodeAs,0.971144186,0.960906341,0.955049425
CmsAdvancedDirectEditProvider.startDirectEditDisabled,0.928869886,0.945169188,0.90611954
CmsWorkplace.buttonBarLabel,0.870400829,0.858931194,0.759351783
ResultUtil.getCollectionResults,0.999916695,0.999921042,0.998800298
ResultPartition.pin,0.831551116,0.782927199,0.675452817
IMatrix.getVectorFromColumn,0.99990672,0.999895144,0.997750867
DragableArea.enableStop,0.999886332,0.999899609,0.998066537
ObjectInputStream.readNewObject,0.90861883,0.939816,0.882126285
HazelcastClientCachingProvider.getOrCreateByInstanceName,0.999847641,1,0.999259435
HarFileSystem.getHarAuth,0.913234891,0.93627543,0.878231492
MkCoPTree.approximateLowerHull,0.909405482,0.945169173,0.809026806
DeLiClu.reinsertExpanded,0.759080052,0.855770856,0.724263735
CoordinateSystem.getProjection,0.899288234,0.891558648,0.861614091
InvokerHelper.getMethodPointer,0.812718292,0.771764584,0.757718347
SDNN.dotProductAttention,0.999717137,0.999910829,0.99904275
SameDiff.saveWithTrainingConfig,0.958916431,0.957322065,0.879722471
HttpMessage.toEventData,0.888582453,0.890755216,0.845526111
MerkleTreeConfig.setMapName,0.926946824,0.946064949,0.879055162
Gen.run,0.575320539,0.590376913,0.43406001
LRUCache.readPage,0.876834353,0.901052964,0.744919793
StaticTypeCheckingVisitor.inferLoopElementType,0.845233591,0.872751531,0.807808805
BaseUnderSamplingPreProcessor.calculateBernoulli,0.88210232,0.90593437,0.796733135
ClientConfig.setProperty,0.999870611,0.999881228,0.999061269
SAX2DTM2.copyAttribute,0.947864434,0.925406389,0.916913257
DefaultGroovyMethods.or,0.999928777,1,0.996892745
EvaluationBinary.accuracy,0.99987618,0.999906854,0.998293963
ArgumentAttr.processArg,0.902555126,0.906085755,0.83272573
CmsXmlSeoConfiguration.load,0.871156972,0.882042578,0.858566217
LegacyMatchingPointConfigPatternMatcher.getMatchingPoint,0.957087673,0.93708833,0.915089391
HttpHeader.isConnectionClose,0.843816176,0.803512258,0.688170038
HomographyDirectLinearTransform.addConicPairConstraints,0.639841401,0.71599684,0.552019701
DetectFiducialSquareImage.binaryToDef,0.864670644,0.870013216,0.739029831
DatabaseUtil.precomputedDistanceQuery,0.903618766,0.924882981,0.837286765
AbstractTransformBuilder.readAttributeDouble2,0.92349179,0.903996132,0.838428987
EdmondsMaximumMatching.parent,0.812634054,0.647276875,0.764906026
GeneralizedLogisticDistribution.cdf,0.953318855,0.953077345,0.915451644
Graph.optimalRoot,0.83386793,0.851748673,0.796662232
QueryAtomContainer.setAtoms,0.574685879,0.599373278,0.561523539
SchedulerForType.commitMatchedResource,0.840340671,0.863139328,0.779137057
Mac.getInstance,0.994666854,0.996726202,0.973446153
PluginDefaultGroovyMethods.collect,0.911182228,0.873394408,0.859663284
CmsVfsImportExportHandler.setFileName,0.903778879,0.90479062,0.856373306
ExtensionLoader.removeProxyServer,0.999860454,0.999885425,0.999427885
NNStorage.checkSchemeConsistency,0.760660374,0.797683714,0.627322743
AbstractKMeans.sparseMeans,0.986775466,0.986620041,0.9587937
SaturationChecker.newSaturate,0.914771402,0.912066908,0.819492526
Provider.removeService,0.806429228,0.821200024,0.678075479
Graph.printGraph,0.739277017,0.773990276,0.748748149
DocTreeMaker.skipWhiteSpace,0.961934369,0.968166397,0.888112745
ExpGammaDistribution.logcdf,0.949759809,0.966192605,0.911456128
ResultService.validate,0.851006353,0.813785064,0.821610904
BroxWarpingSpacial.computePsiDataPsiGradient,0.911952074,0.92655502,0.868302925
HtmlDocWriter.getPkgName,0.966434464,0.961448203,0.932601733
ToUnknownStream.endElement,0.86154074,0.848934497,0.788044868
CmsDatabaseExportDialog.getComboExportFiles,0.927473417,0.95236872,0.884732893
ZCurveSpatialSorter.pivotizeList1D,0.907688921,0.920703873,0.793832916
NonFlatRStarTree.createBulkDirectoryNodes,0.944169317,0.923600004,0.869717504
ToXMLStream.startPreserving,0.965564365,0.976197595,0.96108016
VelocityUtil.newEngine,0.921615643,0.919788925,0.870347916
PruneStructureFromSceneMetric.pruneObservationsBehindCamera,0.974213522,0.971278886,0.94097702
BrowserDialog.initialize,0.919943554,0.878313746,0.777283338
UrlUtils.authoritySafePath,0.972638897,0.969631791,0.948554197
Traits.isBridgeMethod,0.913401182,0.894468754,0.856576495
DFSInputStream.readBuffer,0.806385232,0.843516954,0.779502816
GPathResult.getBody,0.834194674,0.907032045,0.824382929
MetaClassImpl.initialize,0.930839109,0.927199173,0.827281997
XMeans.splitCluster,0.896328406,0.924084706,0.833840965
TypeTransformers.selectNumberTransformer,0.783678528,0.789308958,0.653257446
NcStringOrRefType.initDescription,0.920113171,0.911152238,0.890801527
A_CmsCmisRepository.extractRange,0.889830672,0.895331249,0.874757687
JumboCyclicVertexSearch.copy,0.857539812,0.908217084,0.828189485
MultiLayerConfiguration.getMemoryReport,0.93529615,0.957297357,0.869201745
SpatialUtil.contains,0.925026443,0.920624674,0.892833898
AbstractMemberWriter.addMemberSummary,0.907515724,0.914434179,0.882827367
CmsSliderBar.setColorSelectMode,0.848574633,0.86763556,0.779579311
TensorflowConversion.loadGraph,0.989933437,0.988886994,0.9726728
CmsLinkSelector.getLinkBean,0.964283268,0.951700215,0.903238335
HeaderInputStream.getMoreBytes,0.787973083,0.800438032,0.665404923
ExcelReader.readAsText,0.973275002,0.958657644,0.952728357
SystemUtil.getIntegerSafe,0.933021879,0.937094324,0.889200242
HardLink.createIOException,0.780915268,0.820119489,0.747670673
TldTemplateMatching.distance,0.930717837,0.944699518,0.863874173
SerializedFormBuilder.buildFieldSerializationOverview,0.911100829,0.914686126,0.857913105
BigDecimal.compareMagnitude,0.902620867,0.946037416,0.884639869
Optimizer.createPreOptimizedPlan,0.950998887,0.974580708,0.90725637
ExtensionPassiveScan.getPluginPassiveScanner,0.972670139,0.966295573,0.928202395
HttpMethodBase.getResponseBody,0.789804944,0.805712725,0.689112143
Period.from,0.947663932,0.935719273,0.920859332
ShelXReader.readChemFile,0.769042178,0.817824093,0.74051667
SearchIterator.getMatchedText,0.884252703,0.905821189,0.880740146
JavacFileManager.setContext,0.797679966,0.831536192,0.68981061
Symbol.externalType,0.834593938,0.853126282,0.833878413
XmlSlurper.parse,0.774272617,0.812879503,0.686493206
CmsNewResourceTypeDialog.addMessagesToVfsBundle,0.918262136,0.936262097,0.788045115
LocalDateTime.withSecond,0.999931883,0.999892909,0.998997842
KerasDepthwiseConvolution2D.getOutputType,0.963984303,0.987634055,0.978033282
StringValueArray.compareTo,0.975121962,0.972711434,0.934196538
FactoryBuilderSupport.getName,0.840126533,0.856489543,0.743384558
CmsVfsConfiguration.setXsdTranslationEnabled,0.999924486,0.999888478,0.999067464
InterleavedF32.get,0.999841383,0.999949978,0.999225604
Spider.isStopped,0.932552148,0.919257993,0.854031795
Db.tx,0.9387776,0.915024728,0.86269619
ExcelBase.getOrCreateColumnStyle,0.841501235,0.862180996,0.828584564
PhiAccrualFailureDetector.firstHeartbeat,0.854551169,0.876985492,0.745087004
AbstractFtp.exist,0.940738909,0.915896343,0.887054746
Numbers.parseInteger,0.81226094,0.852069888,0.773892228
WordVectorSerializer.writeWord2VecModel,0.992430084,0.994630687,0.982770806
HessianFromGradient.hessianSobel,0.9742504,0.985050972,0.962878692
BitsUtil.xorI,0.893987229,0.916048107,0.820844451
NetcdfFileWriteable.renameVariable,0.908322894,0.911574086,0.841340831
AbstractModuleIndexWriter.buildModulePackagesIndexFile,0.69309063,0.715213213,0.656882066
SM2Engine.encrypt,0.862934319,0.861339504,0.792407783
CmsJspTagContainer.shouldShowInContext,0.927505843,0.929103252,0.860785957
ConvertBitmap.declareStorage,0.917787085,0.921117267,0.855279112
TechnologyTreePanel.getTechSet,0.973764032,0.984457507,0.965719943
JSONUtil.quote,0.755042607,0.781298636,0.663543685
MiniMax.findPrototype,0.94008887,0.934325963,0.840805302
CoverageViewer.showDataset,0.857958406,0.885696669,0.823727568
InternalJSONUtil.valueToString,0.938833082,0.932726652,0.935310054
Version.of,0.768121714,0.797925548,0.725613679
URI.getEscapedAboveHierPath,0.999876785,0.999914645,0.999249023
AeronUtil.printAvailableImage,0.897280495,0.924352995,0.862982932
SqlDateTimeUtils.fromUnixtime,0.980286368,0.965228106,0.945317279
ProcessGroovyMethods.waitForProcessOutput,0.94041574,0.948187783,0.87293308
SharedSlot.getNumberLeaves,0.797978999,0.854492457,0.7401162
Shape.toOffsetZero,0.879642066,0.880622817,0.858056176
ArrayStructure.getScalarChar,0.999831952,0.999911195,0.998832385
