func_name,qwen3-4B_ires,qwen3-8B_ires,doubao-embedding-vision-251215_ires
QueryBond.compare,0.896517333,0.892613345,0.90000875
FactoryOrientation.convertImage,0.923785396,0.884106809,0.814419064
ComponentMaximiserMouseListener.confirmMaximisation,0.734559184,0.783563939,0.708131961
HttpRequestHeader.setCookies,0.944972976,0.932208163,0.886437001
OnDiskArray.resizeFile,0.848908781,0.831379142,0.761210558
FactoryKernel.random2D_F32,0.998533006,0.998922779,0.993916579
CmsClientVariantDisplay.buildClientVariantUrl,0.736814735,0.74091034,0.713599762
CmsVfsService.getNoPreviewReason,0.855120746,0.870195183,0.78835689
AsymmetricCrypto.decrypt,0.986781777,0.980424967,0.953883025
LossLayer.fit,0.905127093,0.930565796,0.909243718
MessageFlyweight.getBoolean,0.975884981,0.971655295,0.963170344
DDS.search,0.8813017,0.891508442,0.803773291
Shell.getUlimitMemoryCommand,0.928111028,0.925800065,0.883298735
BondManipulator.getSingleBondEquivalentSum,0.994642209,0.996484461,0.98287146
RendererModel.setHighlightedAtom,0.961009267,0.904950679,0.886917251
CmsToolManager.setBaseToolPath,0.99527121,0.993313499,0.977824815
XPathParser.initXPath,0.934619607,0.930391796,0.882648986
SqlConnRunner.update,0.98640793,0.963438481,0.979995401
TimeZoneFormat.format,0.900071014,0.909146993,0.820694045
SpiderThread.startSpider,0.779715819,0.800414391,0.659032475
Numbers.equalLongAndDouble,0.863338549,0.864018275,0.796071
AtomContainerSet.setMultiplier,0.991391765,0.990145821,0.966059033
StreamGraphHasherV2.generateDeterministicHash,0.880519239,0.912300957,0.81778467
MethodWriterImpl.addNavDetailLink,0.999885465,0.999887874,1
CmsSerialDateValue.readOptionalArray,0.882449336,0.903711728,0.842904874
NetUtil.isInRange,0.923229608,0.906977219,0.811410399
DelayQueue.poll,0.988082789,0.989238863,0.977728231
HttpMethodBase.responseBodyConsumed,0.823896006,0.794154264,0.745261551
DefaultGroovyMethods.findIndexOf,0.964056519,0.972940244,0.918611063
TensorFlowImportValidator.checkAllModelsForImport,0.9442063,0.951130854,0.830104726
DataSet.binarize,0.819471823,0.859442635,0.75185797
KerasLayerUtils.removeDefaultWeights,0.900995041,0.90111272,0.836446875
ArrayFloat.copyFrom1DJavaArray,0.99825863,0.995031712,0.994300698
INFLO.run,0.958108342,0.958229101,0.922492259
Eval.compileFailResult,0.861689964,0.843192764,0.819956915
DemonstrationBase.openNextFile,0.741583059,0.709141299,0.527091459
DistCp.isAncestorPath,0.91410024,0.860622586,0.781470132
TaskTracker.done,0.959353455,0.936819707,0.899658088
CmsVisitEntryFilter.filterTo,0.999881898,0.999934914,0.999048327
HierarchicalClassLabel.compareTo,0.685979082,0.702635525,0.543873348
Validator.validateChinese,0.999876507,0.99987232,1
InvDatasetFcGrib.makeDatasetTop,0.985388764,0.986172264,0.957401632
SparkUtils.repartitionBalanceIfRequired,0.911819807,0.931302902,0.86284248
CatGenConfigMetadataFactory.readMetadataContentFromURL,0.858364791,0.897107764,0.792353494
MiniCluster.createRpcService,0.864177733,0.922209732,0.85893571
AtomContainerSetManipulator.getAllChemObjects,0.953201783,0.926350617,0.928263183
RepairingHandler.updateLastKnownStaleSequence,0.869199485,0.933807486,0.84334813
Bidi.getMemory,0.906030258,0.933110544,0.864810665
BeanUtil.fillBeanWithMap,0.945461734,0.945244766,0.884471562
View.getSingleton,0.80794642,0.798699286,0.681461254
RepairingTask.initRepairingHandlerAsync,0.754626344,0.831692578,0.693656023
PartitionReplicaFragmentVersions.setVersions,0.970647798,0.976733649,0.958712361
Session.write,0.905088668,0.844757836,0.82311426
FlinkKinesisProducer.flushSync,0.839020448,0.889781407,0.79582043
JShell.eval,0.858779099,0.851880723,0.799217761
DateTimeFormatter.format,0.938526709,0.932276999,0.881078383
SpiderScan.stopScan,0.977708657,0.963136892,0.942940826
DDSXMLParser.parseGrid,0.947691582,0.940379965,0.861448674
ExecutionGraph.attachJobGraph,0.884947219,0.896445191,0.824405579
CRLNumberExtension.set,0.94184367,0.951897804,0.913387723
Excel03SaxReader.getSheetName,0.951515935,0.936071906,0.910826975
XmlUtil.escapeXml,0.905850726,0.886372091,0.744874107
ContextAuthenticationPanel.changeMethodConfigPanel,0.875244372,0.915704829,0.825854462
CrossDriver.setup,0.999864099,0.999857491,1
DiskCache2.createUniqueFile,0.834227478,0.844204518,0.767238995
TransformerImpl.reset,0.763641523,0.817868235,0.71989011
Progress.complete,0.781180977,0.791975868,0.730127983
TreeSet.addAll,0.890746999,0.930639817,0.844227426
EventServiceImpl.getRegistrations,0.962050737,0.965118685,0.946932688
GroovyRunnerRegistry.entrySet,0.97322603,0.968316839,0.946952485
MapOutputFile.removeAll,0.80041085,0.84433137,0.773195215
HighlightGenerator.generate,0.898587314,0.87338639,0.796349212
DerValue.toDerInputStream,0.945870366,0.90414336,0.901812646
DefaultGroovyStaticMethods.getBundle,0.934686723,0.877656325,0.848642917
BuildState.flattenArtifacts,0.851280061,0.878719868,0.694661513
ExcelFileUtil.isXlsx,0.962647975,0.940744823,0.853881533
OlsonTimeZone.setID,0.912554911,0.967599721,0.933442561
CmsADEManager.getFormatterSettings,0.791729513,0.894138175,0.781048076
ExceptionUtil.getMessage,0.953843762,0.937563226,0.870898784
ChemicalFilters.convertOrder,0.888282638,0.874695487,0.740829575
OptionsApiPanel.getChkEnabled,0.973716706,0.982562536,0.976867362
LinearEquationSystem.equationsToString,0.709056588,0.715569391,0.515367194
DirectoryCollection.iterateOverMFileCollection,0.853194253,0.854508033,0.738645399
LineColumnReader.readLine,0.911193954,0.937708434,0.852626202
AnnotationTypeFieldBuilder.buildAnnotationTypeMember,0.883734527,0.934885648,0.864541314
QueryChemObject.setProperty,0.952560257,0.861730816,0.859281867
DocEnv.printWarning,0.993202851,0.992437203,0.985849723
BaseLevel1.iamax,0.982017023,0.986140356,0.950988918
INFLO.computeNeighborhoods,0.889854636,0.902208876,0.808025179
SslCertificateServiceImpl.createKeyPair,0.949813746,0.985326608,0.955197502
EigenvalueDecomposition.cdiv,0.970720773,0.983994426,0.883367968
CmsStyleVariable.setStyle,0.880311052,0.9042532,0.823560555
JsonMappers.getLegacyMapperFor,0.769268102,0.81746778,0.697641831
FastDatePrinter.selectNumberRule,0.976690867,0.974143939,0.895206031
RPUtils.buildTree,0.938123502,0.955606623,0.909065583
EnhanceImageOps.equalize,0.954039958,0.947976267,0.887725788
Messages.loadResourceBundle,0.851216797,0.844152971,0.790948229
BufrSplitter.readBuffer,0.878169334,0.896139636,0.793111382
LookasideCache.checkEvict,0.888508557,0.904620292,0.837901948
Logging.log,0.922103677,0.905963205,0.784916459
Dap2Lex.yylex,0.805195446,0.854424588,0.778346641
DataXceiver.run,0.75787912,0.833922599,0.731337565
CollectionExecutor.executeDataSink,0.898469749,0.916155576,0.814692674
SqlDateTimeUtils.dateDiff,0.883878196,0.914614613,0.788982399
EnumTypedef.writeCDL,0.983920835,0.983808993,0.974792943
HomographyInducedStereo3Pts.computeB,0.827261926,0.886128795,0.801408573
SerializedRecord.getStrings,0.933946794,0.896696194,0.813018523
ScanProgressDialog.getMainPanel,0.82733641,0.870686543,0.828509299
SameDiff.fit,0.890310486,0.912003253,0.827714815
OPTICSXi.updateFilterSDASet,0.939916592,0.953749898,0.91247819
FormatUtil.formatTo,0.90785667,0.925570399,0.889186214
ServletUtil.getParamMap,0.919436967,0.906765349,0.863657581
Config.setLockConfigs,0.990569757,0.995978234,0.987971993
AnnotationTypeRequiredMemberWriterImpl.getSummaryTableHeader,0.925619047,0.9120728,0.856898517
UnicodeReader.digit,0.918417892,0.892170893,0.779823232
A_CmsUI.changeProject,0.946503157,0.902655535,0.901306835
Duration.dividedBy,0.800133439,0.866888153,0.769860099
KvStateSerializer.serializeMap,0.95247409,0.946658688,0.936745646
Segments.getTotalClusterCount,0.976730119,0.974075788,0.94529885
BaseTransport.internalMessageHandler,0.92304212,0.934586148,0.884027024
AbstractJoiner.prepareClusterState,0.863186945,0.87508516,0.782395905
Java2DFrameConverter.getFrame,0.879451489,0.851067044,0.781011784
ExtensionScript.invokeSenderScript,0.970054321,0.977626698,0.965825842
CmsUploaderFileApi.onBrowserError,0.882395873,0.910872744,0.825756918
ProxyServer.startServer,0.90149789,0.924947443,0.794418181
AbstractFilteringStrategy.evaluateQueryEventFilter,0.897303432,0.916229046,0.915100683
CmsResourceUtil.getFullPath,0.889207033,0.847238858,0.779837608
Planar.reshape,0.985581329,0.981203581,0.953960937
MongoDS.initCloud,0.89145814,0.894824269,0.793471466
SqlConnRunner.del,0.955296699,0.960927191,0.934229612
SetUtils.difference,0.933551345,0.951522544,0.937144799
PharmacophoreMatcher.matches,0.840889822,0.877891397,0.787735383
Normalizer2Impl.recompose,0.84489484,0.908477475,0.793030893
CmsOverviewSearchIndexDialog.defineWidgets,0.938222409,0.964037563,0.931752779
ArrowConverter.writeRecordBatchTo,0.87062084,0.849646054,0.880338687
ExtensionDynSSL.getRootCaCertificate,0.819153033,0.829731847,0.759274568
SparkSequenceVectors.fitSequences,0.820244797,0.796297004,0.608806522
ConstantsSummaryWriterImpl.addPackageName,0.917415589,0.930144728,0.851038188
LocalTransformExecutor.executeJoin,0.806103657,0.80228465,0.738247127
VisOdomMonoPlaneInfinity.maximizeCountInSpread,0.821832073,0.879227174,0.752866414
Assert.checkNonNull,0.9221922,0.907584129,0.796626483
CmsXmlContentDefinition.findSchemaTypesForPath,0.897588348,0.889328725,0.822184411
AvroSerializer.snapshotConfiguration,0.865160637,0.919446168,0.892636642
LonePairElectronChecker.isSaturated,0.88243716,0.834721894,0.776367881
MemberSummaryBuilder.hasMembersToDocument,0.873878513,0.850125073,0.868132329
ByteBuffer.appendDouble,0.999914707,0.999916801,0.997751068
RandomUtil.randomColor,0.961776523,0.931266793,0.8865226
DefaultTableModel.addColumn,0.887892436,0.901960208,0.905127673
PROCLUS.computeDimensionMap,0.838677163,0.869793118,0.823577559
KerasTokenizer.textsToSequences,0.920687028,0.935891359,0.895845697
GempakSurfaceIOSP.buildShipFile,0.918014003,0.91091423,0.886502215
TypePrinter.className,0.898542795,0.923321679,0.874731907
CalibrationIO.save,0.823246245,0.818999163,0.764760476
NcmlConstructor.readVariable,0.886792318,0.87878649,0.810650074
DicLibrary.gets,0.870161085,0.878150765,0.73217873
FactoryBuilderSupport.autoRegisterNodes,0.755944207,0.663613977,0.617970828
RBBIRuleScanner.fixOpStack,0.920716542,0.909036003,0.830196219
ExtensionHttpSessions.getHttpSessionTokensSet,0.999295681,0.999137938,0.995232956
GlobalDSFactory.set,0.920968231,0.899322965,0.851322376
Spider.submitTask,0.846715462,0.820463237,0.725859131
ProxyThread.notifyPersistentConnectionListener,0.950891872,0.97925077,0.912413063
ConvolveImageNormalized.horizontal,0.972603956,0.976299571,0.972280675
PausableScheduledThreadPoolExecutor.setIncrementalDefaultDelay,0.884197853,0.836618013,0.7580613
CmsDefaultXmlContentHandler.validateLink,0.888868727,0.903615556,0.805593869
MathUtils.murmurHash,0.895258361,0.948320232,0.811694452
LUDecomposition.getU,0.936699514,0.936368904,0.93539227
Record.setNull,0.909741239,0.964256076,0.877026902
ExtAtomContainerManipulator.convertExplicitToImplicitHydrogens,0.888760387,0.848779645,0.750448886
AddOnLoader.getLocalClassNames,0.858293996,0.836031924,0.71117551
CalendarDateUnit.makeOffsetFromRefDate,0.846371525,0.878852107,0.778135141
TimeSourceProvider.getInstance,0.94318928,0.958971997,0.896884668
MemberSummaryBuilder.members,0.845199094,0.873559536,0.751909084
DoubleDynamicHistogram.materialize,0.942761977,0.938062459,0.849044651
WatchMonitor.createAll,0.899644942,0.913755479,0.816757547
VocabularyHolder.resetWordCounters,0.986732784,0.988009928,0.946773648
JShellTool.argsToSnippets,0.872051772,0.882654447,0.740151649
ProteinPocketFinder.assignProteinToGrid,0.887868435,0.923912672,0.77783094
QueueContainer.txnRollbackPoll,0.906693417,0.886448552,0.866882003
SimpleCamera2Activity.configureTransform,0.947760967,0.949344049,0.894742056
SingleInputPlanNode.accept,0.927917836,0.942492665,0.917117604
ClassGenericsUtil.instantiateLowlevel,0.846749322,0.803221313,0.755634682
KerasBatchNormalization.getMomentumFromConfig,0.995566987,0.995540002,0.989623729
ConvertBufferedImage.checkInputs,0.905282846,0.932005194,0.809141237
BondTools.isValidDoubleBondConfiguration,0.851474188,0.843131868,0.727378478
XLogPDescriptor.getHydrogenCount,0.999912863,0.999944743,1
Config.findMapEventJournalConfig,0.999895548,0.99993431,1
CmsBrokenLinkRenderer.renderBrokenLinkGroupContainer,0.87888728,0.888637642,0.859539288
DFSAdmin.metaSave,0.860142912,0.844428839,0.792791923
LogGammaDistribution.logpdf,0.959906651,0.927545281,0.838317019
Sql.executePreparedQuery,0.996435447,0.995536472,0.987875673
PROCLUS.greedy,0.928718588,0.954737657,0.862345639
ClassDocImpl.findConstructor,0.922307376,0.933415768,0.897937607
IntHashSet.add,0.922814577,0.909029131,0.898627171
CoronaJobTrackerRunner.localizeTaskConfiguration,0.82360369,0.832505341,0.779261996
IdcardUtil.getGenderByIdCard,0.931951131,0.957018797,0.847268754
GenericMethod.setParameter,0.83571595,0.84780152,0.76552192
SortedGrouping.combineGroup,0.859817729,0.939171158,0.943208754
CmsDefaultXmlContentHandler.initFormatters,0.932959801,0.922241978,0.862587209
PnPInfinitesimalPlanePoseEstimation.constructR,0.893780103,0.924957983,0.806677688
PopupMenuHistoryReference.initialize,0.801376746,0.825710345,0.713355366
RDN.avas,0.826096675,0.808904188,0.716121477
CalendarDate.parseISOformat,0.882346009,0.90053738,0.782264157
GridCoordSys.findCoordinateTransform,0.851647699,0.863354439,0.752216488
Integer.getInteger,0.869152795,0.893015522,0.803681066
Holder.of,0.982132013,0.979389434,0.928464163
LsImageVisitor.visit,0.837873652,0.82518168,0.774864798
Shape.toMmulCompatible,0.852839194,0.901358085,0.80543952
CollectionLevelScanner.getXlinkHref,0.892178246,0.89419305,0.826823759
EventPublisherHelper.publishCacheWideEvent,0.963011957,0.966068848,0.892060297
CmsFolder.isFolderType,0.978882413,0.97271616,0.942919719
Reaction.addMapping,0.900715899,0.86236702,0.856818464
Path.depth,0.726351241,0.695750379,0.666967893
PublisherCreateOperation.removePartitionResults,0.955075156,0.931942801,0.922171156
CommandFormat.parse,0.860713105,0.853006297,0.818779238
CmsAliasManager.checkPermissionsForMassEdit,0.877935496,0.880432562,0.736302225
SimpleSeekableFormatOutputStream.write,0.794018831,0.790446334,0.689415064
ExtensionLoader.hookScannerHook,0.941705176,0.942978291,0.842343923
ClusterServiceImpl.setClusterId,0.79540693,0.791510514,0.673693778
DataNode.reconfigurePropertyImpl,0.891766636,0.905294353,0.819749742
PartialFilledStructureMerger.generate,0.918118517,0.905146296,0.850616103
ServletUtil.getHeader,0.885130322,0.866046465,0.815956742
ThymeleafEngine.createEngine,0.917973989,0.945543438,0.84967379
MapEventPublisherImpl.isIncludeValue,0.904172706,0.945335198,0.85794989
HtmlDocletWriter.getTypeParameterLinks,0.996231187,0.996355504,0.963643541
InternalTimerServiceImpl.restoreTimersForKeyGroup,0.93880529,0.930798903,0.839899403
ReflectUtil.getMethodByName,0.9116515,0.833542674,0.864937767
QRDecomposition.isFullRank,0.888837353,0.893685809,0.818709968
HttpMethodBase.addUserAgentRequestHeader,0.824115969,0.748182044,0.60402271
MiniCluster.executeJobBlocking,0.958145269,0.976541658,0.94789367
FTPFileSystem.create,0.835642939,0.868443793,0.899567158
Router.allAllowedMethods,0.928681227,0.923802111,0.891599991
VisitorUtils.acceptVisitor,0.951599123,0.932805904,0.900111761
MStress_Client.readDFSPaths,0.846766795,0.867629844,0.775500605
CmsModuleImportExportHandler.getExportHandler,0.79938963,0.914304665,0.824966761
SerializingListener.processEvent,0.78829083,0.710631902,0.574825232
RingbufferContainer.checkBlockableReadSequence,0.898505255,0.925761218,0.813369078
CmsLinkProcessor.processLink,0.8582861,0.870114039,0.665171248
CmsSchedulerThreadPool.runInThread,0.885733432,0.904404977,0.741593673
EncodingGroovyMethods.decodeHex,0.880426096,0.872870721,0.826705812
JavacState.findAllArtifacts,0.810100877,0.848415617,0.691431006
ImageFlow.reshape,0.834854362,0.813099728,0.669073675
SpiderPanel.getAddedCountValueLabel,0.999929938,0.999910345,0.998956431
AbstractHeapPriorityQueue.clear,0.793811028,0.829779112,0.786500948
CmsCategoryService.localizeCategory,0.926289529,0.900366856,0.864122162
ModuleGraphBuilder.buildGraph,0.937254207,0.930262247,0.830386197
SOS.computePi,0.947057277,0.941372178,0.878140686
MapBuilder.putAll,0.903659775,0.898122158,0.855427925
ComponentMaximiser.maximiseComponent,0.954763895,0.937521761,0.911124789
AbstractStereo.contains,0.882544202,0.921339422,0.832256238
ConfigManager.getPoolMaximum,0.999822246,0.999923138,0.998089485
CmsDateBox.setFormValueAsString,0.788130339,0.801100835,0.733028872
MemberSummaryBuilder.buildConstructorsSummary,0.99991538,0.999924661,0.998466355
GetDirHandler.sendDIR,0.855625992,0.863037267,0.797181176
YamlConverter.convertYamlToJson,0.848069166,0.83639602,0.848768146
ModularJavaUtils.checkJavaInternalAccess,0.830961113,0.850054317,0.745541414
IsProtonInConjugatedPiSystemDescriptor.calculate,0.871562579,0.872277993,0.794646844
MethodBuilder.buildMethodDoc,0.955488031,0.917376522,0.917710907
InvDatasetImpl.transfer2PublicMetadata,0.819804249,0.846050494,0.648986164
RingbufferContainer.convertToData,0.900257063,0.881404592,0.790197813
OperationParkerImpl.onPartitionMigrate,0.875728017,0.893104526,0.845222982
MatrixParadigm.initializeWithDistances,0.953333531,0.952419892,0.956526262
CmsImageScaler.setCropArea,0.999878301,0.999917555,1
QuorumServiceImpl.findQuorum,0.910974721,0.902675035,0.844395007
ParseUtil.parseDouble,0.889001648,0.921283152,0.78344507
PerspectiveOps.multTranA,0.922407984,0.865432019,0.782468805
DistortImageOps.scale,0.845430549,0.863319401,0.793500512
CmsDriverManager.createSibling,0.889116286,0.866840131,0.820213877
ComputationGraph.feedForward,0.999848517,0.99989439,0.999061628
BasicConstraintsExtension.get,0.995583354,0.994551273,0.993515464
RefineThreeViewProjectiveGeometric.refine,0.871694489,0.883407548,0.796393896
CmsVfsService.getAvailableLocales,0.922794443,0.909382323,0.873426333
StabilizationCharges.calculatePositive,0.840805007,0.881624746,0.706077927
PoolInfoMetrics.getResourceMetadata,0.807266318,0.823131788,0.653804803
Utils.overriddenClass,0.946487744,0.923490145,0.874898706
GPathResult.plus,0.807072001,0.831727151,0.799070912
CmsModulesUploadFromServer.getModulesFromServer,0.859595332,0.875326722,0.809138638
User.getAuthenticationExtension,0.892127315,0.908891867,0.90659927
MainFooterPanel.addFooterToolbarRightLabel,0.853978992,0.871033403,0.85548579
InternalMailUtil.encodeText,0.970567722,0.931293036,0.927124567
NetworkTopology.getPipeline,0.871200465,0.882897846,0.774164622
MolecularFormulaManipulator.getHTML,0.875333456,0.841077084,0.756856363
CmsDriverManager.addResourceToOrgUnit,0.999871029,0.999895881,0.999353937
DFSContentProvider.refresh,0.857288152,0.855373253,0.800548058
RichDiagnosticFormatter.preprocessDiagnostic,0.874081876,0.885206086,0.860467217
AtomContainer2.setAtoms,0.713465373,0.752021017,0.729094947
ExtensionScript.getWriters,0.865580273,0.83268191,0.753056251
MethodWriterImpl.getMethodDetailsTreeHeader,0.999872259,1,1
NamespaceNotifierClient.removeWatch,0.935538418,0.924532499,0.885172194
ConnectTableDescriptor.withSchema,0.92631943,0.906348775,0.871585653
fannkuch.count_flip,0.953504268,0.908478269,0.835079329
SearchIterator.setIndex,0.874281103,0.88260607,0.83164956
DatasetUrl.searchPath,0.606038889,0.614190619,0.507001236
UserAgentParser.parseBrowser,0.977928349,0.969240593,0.978691856
Tailer.start,0.739769917,0.754741998,0.529845541
Logging.getLogger,0.857191614,0.79119773,0.774870348
A_CmsUploadDialog.closeOnSuccess,0.89181525,0.925246825,0.736720787
FileInputFormat.getStatistics,0.773064275,0.812041231,0.671264629
BaseMigrationOperation.executeBeforeMigrations,0.927569998,0.908014316,0.845707713
DecimalFormatSymbols.setDecimalSeparatorString,0.999887027,0.999878016,0.998914819
OUTRES.outresScore,0.793427581,0.842416601,0.761439684
TreeInfo.fullName,0.983618197,0.972916575,0.949700696
CmsContentService.getEntityId,0.8982739,0.858398966,0.835707044
DFSClient.methodBasedRecoverLease,0.880842557,0.889065847,0.867606589
View.displayMessage,0.939198125,0.957846932,0.871590289
NumberUtil.toUnsignedByteArray,0.834851623,0.852885495,0.829772271
DatasetConstructor.findGroup,0.914388396,0.863406134,0.777550732
HttpSession.setTokenValue,0.999856099,0.999805233,0.999025331
CmsSecurityManager.deleteRelationsForResource,0.955730483,0.963367862,0.924487411
Index.toStringDebug,0.858949409,0.863410625,0.803191835
VentoFoggia.findSubstructure,0.734103382,0.721200008,0.584262786
FlexibleLOF.getKNNQueries,0.881396266,0.892682976,0.830993481
MemberSummaryBuilder.buildMethodsSummary,0.999898748,0.999945371,0.998331718
MetaClassImpl.setupProperties,0.817957795,0.838888563,0.726701958
MolecularFormulaManipulator.adjustProtonation,0.899516549,0.910247859,0.847968334
AbstractStaticHistogram.growSize,0.92724077,0.903329796,0.896386158
ChemicalFilters.convertBondStereo,0.988493004,0.976642488,0.956681812
FairSchedulerServlet.generateSelect,0.948477234,0.928133131,0.807745904
PooledDataSource.getConnectionDirect,0.843611936,0.794634656,0.695857957
Generator.dataset,0.944871783,0.936980583,0.882784268
GridHorizCoordSys.setLatLonDxDy,0.943156228,0.947290646,0.913949263
CmsJspNavigationBean.getItems,0.952733626,0.970811248,0.897069632
SDBaseOps.gatherNd,0.99987743,0.999859515,0.998814177
CmsDataViewClientWidget.createWidget,0.769376129,0.836520207,0.758796447
EllipsesIntoClusters.axisAdjustedDistanceSq,0.820653462,0.801168238,0.777532392
RubberbandRectangleHandles.move,0.944327127,0.885437007,0.873857575
SimulatorEventQueue.addAll,0.809102739,0.900053185,0.797509829
VMath.timesEquals,0.98897846,0.993098754,0.991759799
DocTreeScanner.visitSerialField,0.999917781,0.999892353,0.998743505
ErrorCollector.getException,0.92411823,0.928490015,0.876313436
KinesisConfigUtil.validateConsumerConfiguration,0.889252286,0.88799026,0.862258378
CertificateIssuerExtension.get,0.991289824,0.993144895,0.986595817
Scheduler.updatePattern,0.776392529,0.753313528,0.656711631
SphereUtil.sphericalVincentyFormulaRad,0.924780028,0.940849267,0.867402238
Grib2Utils.getLatLon2DcoordType,0.907583043,0.918690854,0.886295949
CRDTReplicationTask.getNonLocalReplicaAddresses,0.977239205,0.985025632,0.963244536
CountingMigrationAwareService.getMigrationStamp,0.993955927,0.988482026,0.978247642
CacheStatisticsImpl.addGetTimeNanos,0.897361385,0.912157607,0.885199524
GeneralPath.shapeOf,0.91827198,0.903220941,0.859727298
ByteBuffer.appendLong,0.999875413,0.999915488,0.998563902
DocCommentParser.identifier,0.934583223,0.952376891,0.91972694
CliFrontendParser.mergeOptions,0.984980405,0.987955214,0.973677967
RuleBasedNumberFormat.getRuleSetDisplayNameLocales,0.733853656,0.832654807,0.694234999
SegmentsUtil.getShort,0.999930382,0.999918397,0.997720767
TaskTable.remove,0.981862488,0.986258462,0.977875985
EmptyIterator.get,0.865788913,0.854336271,0.814786534
ExtendedAtomGenerator.generate,0.849654588,0.85926705,0.781119716
WorkbenchPanel.addPanel,0.90321616,0.838052232,0.770062338
LinearEquationSystem.nonZeroPivotSearch,0.946698377,0.955631228,0.882960378
FindDialog.getJPanel,0.878727069,0.856286882,0.78976836
JobTracker.activeTaskTrackers,0.999170941,0.997707463,0.997667585
CanvasSize.continueToMargin,0.742147583,0.770993477,0.724548726
AutocodeConcurrentApp.determineClassName,0.848311203,0.857358551,0.710407706
JarClassLoader.loadJar,0.999880294,0.999942343,1
UtilIO.getSourcePath,0.921701522,0.894292851,0.839936796
InternalLocaleBuilder.setLanguageTag,0.915653049,0.929081062,0.850991104
LocalMapStatsUtil.incrementOtherOperationsCount,0.986369476,0.99149267,0.974643257
CharsetToolkit.getReader,0.768269161,0.806009538,0.754017533
CatGenAndWrite.main1,0.80537918,0.860180073,0.713839938
DefaultStreamTokenizer.getTokens,0.904874894,0.818653468,0.807057135
CmsPublish.relationToBean,0.910004525,0.911651052,0.878110034
ClientPNCounterProxy.getReplicaAddresses,0.947375655,0.938184162,0.848456963
CreditBasedPartitionRequestClientHandler.channelActive,0.981591233,0.968625163,0.898899444
EstimateSceneCalibrated.convertToOutput,0.874822101,0.898639813,0.828749252
Configuration.generalValidOptions,0.889437316,0.909943678,0.855400842
MenuFileControl.importContext,0.93249159,0.93757515,0.819005401
Setting.getAndRemove,0.999924335,0.999902017,0.997734681
VFState.backTrack,0.697282868,0.702649237,0.643788683
CmsLinkProcessor.processLinks,0.999832903,1,0.998973684
UnitDimension.main,0.817615744,0.857315817,0.804042632
KerasModelBuilder.modelHdf5Filename,0.839919575,0.87279341,0.830497601
DateTimeUtils.unixDateToString,0.81408743,0.807899175,0.65350982
RocksDBOperationUtils.createColumnFamilyDescriptor,0.933323862,0.948414473,0.896620953
BondTools.isStartOfDoubleBond,0.876914754,0.892433585,0.784582135
UTF16.countCodePoint,0.993150061,0.990715155,0.982478388
NNDescent.boundSize,0.922754368,0.958013394,0.922024831
ListBuffer.append,0.841077952,0.917307,0.795328004
CmsContainerpageDNDController.isNewId,0.942207544,0.917962537,0.852053686
BinaryRowSerializer.checkSkipWriteForFixLengthPart,0.987696464,0.983805029,0.935503611
HTTPUtil.canonicalpath,0.994398934,0.995737866,0.987763633
DoubleArrayTrie.add,0.843568432,0.8816224,0.817177401
LocatedBlocks.setLastBlockSize,0.809868491,0.848811301,0.727815764
CmsListMetadata.htmlSearchBar,0.881069099,0.908402982,0.760601532
AutoImplementASTTransformation.getAllCorrectedMethodsMap,0.906414573,0.907741108,0.847831063
OverviewPlot.initialize,0.861371066,0.887256632,0.785147187
DenseHyperLogLogEncoder.estimateBias,0.757745607,0.814517182,0.668149549
Utils.parsePackageName,0.836829982,0.809988746,0.692026977
CompilerConfiguration.addCompilationCustomizers,0.958231536,0.963827332,0.877866739
CachingGroovyEngine.initialize,0.887420178,0.934913777,0.902696416
Config.setWanReplicationConfigs,0.999919539,0.999885115,0.998904057
PoolSchedulable.snapshotConfig,0.842599443,0.853803879,0.752114068
VMath.timesPlusTimes,0.983671663,0.958215709,0.921617767
ParameterizationFunction.determineAlphaMinMax,0.911219704,0.914843301,0.814808417
Numbers.asDoubleExactly,0.993219404,0.984635787,0.964387113
HttpSessionsPanel.getHttpSessionsTable,0.884379297,0.829461974,0.761651782
ObjectGraphBuilder.setReferenceResolver,0.967111505,0.96463128,0.926086851
GenerationBatch.addSource,0.822562391,0.866751765,0.823718507
HtmlDocletWriter.printHtmlDocument,0.966908481,0.956812194,0.867798078
CmsLoginManager.removeLoginMessage,0.999869913,0.999917851,0.997463788
DefaultJsonGenerator.writeIterator,0.895410003,0.895905126,0.894316664
Counters.write,0.701206824,0.797701025,0.741145689
JsonObject.add,0.927867538,0.929721772,0.862619428
MainFrame.setTitle,0.917957054,0.926758631,0.850935707
AssistedCalibration.captureFiducialPoints,0.819450667,0.829543026,0.595254038
AbstractParamContainerPanel.expandParamPanelNode,0.994604075,0.996455063,0.989413415
StandbySafeMode.triggerFailover,0.822249066,0.837973868,0.761455273
JobMonitor.doMonitor,0.834284237,0.887521194,0.794308143
SDBaseOps.cumprod,0.999927642,1,0.998386569
ResourceProfile.isMatching,0.949263845,0.956492927,0.890369575
ParosTableStructure.reconnect,0.783605583,0.810531873,0.616425525
ProxyGeneratorAdapter.visitClass,0.926076632,0.900507455,0.815323409
CmsUgcSession.updateUploadResource,0.916463961,0.933231011,0.882988038
DragableArea.disableStop,0.999870774,0.999904123,1
