func_name,sample_id,qwen3-4B_ires,qwen3-8B_ires,doubao-embedding-vision-251215_ires
MutableProgress.setTotal,102,0.9512257659004003,0.9524972736181402,0.8768198725761626
HttpSessionsPanel.setSessionsTableColumnSizes,87,0.9435283469132283,0.9595036999151375,0.8640169172160455
XLogPDescriptor.getDoubleBondedNitrogenCount,103,0.9844074743658705,0.9875209957695602,0.9657049794529322
ClientConfig.addNearCacheConfig,76,0.9582024930110454,0.9270580143540091,0.8892142690116634
NioGroovyMethods.write,74,0.9098752586352226,0.9005351244795605,0.8056669263530958
HadoopBlockLocation.stripHostname,97,0.8810584672123418,0.8835918856143423,0.796522328914697
CmsContentService.getChangeHandlerScopes,81,0.8966335520990336,0.9050507529966156,0.7985182433539801
FactoryThresholdBinary.localGaussian,86,0.9499031728822017,0.9605817187879846,0.9217450903249574
CmsDialogElements.computeElements,55,0.9327106684472567,0.9212523234485257,0.8607533835651128
CoordSysBuilder.findCoordinateTransforms,91,0.9878358183523674,0.9774350089197145,0.9357249276629961
ParallelStreamReader.performReads,109,0.7408073201097547,0.7663458423900187,0.6756182952557986
