func_name,sample_id,k0_ires,k1_ires,k2_ires,k3_ires,k4_ires,k5_ires,k6_ires,k7_ires,k8_ires,k9_ires,k10_ires
WorkbenchPanel.removePanel,54,0.8819026978217575,0.9797071218490601,0.9797174334526062,0.980382920867535,0.9797071218490601,0.9791345596313477,0.9788568019866943,0.9788568019866943,0.9791345596313477,0.9791345596313477,0.9791345596313477
HashUtil.bernstein,3,0.9943623278199459,0.9942309856414795,0.9939932227134705,0.9965797792967753,0.9938638806343079,0.9942309856414795,0.9942309856414795,0.9942309856414795,0.9939932227134705,0.9942309856414795,0.9939932227134705
DateUtil.calendar,49,0.8637317806017654,0.8426117897033691,0.9642598032951355,0.9510767611394862,0.9603416323661804,0.9592941403388977,0.9592941403388977,0.9123589396476746,0.9642598032951355,0.9592941403388977,0.9603416323661804
DataSet.squishToRange,69,0.8327240936160969,0.9714874625205994,0.9705439209938049,0.9291609488624805,0.9714874625205994,0.9714874625205994,0.9714874625205994,0.9714874625205994,0.9705439209938049,0.9705439209938049,0.9705439209938049
TextWriter.output,32,0.7225387333606379,0.713350772857666,0.7701172232627869,0.8611740928645655,0.8340844511985779,0.8755614161491394,0.8615129590034485,0.8826802968978882,0.8754845261573792,0.8775889277458191,0.8692913055419922
GeometryTools.findClosestInSpace,34,0.878288523451684,0.8804869651794434,0.8926111459732056,0.8952611388901323,0.8885417580604553,0.9128289222717285,0.8944242000579834,0.894048810005188,0.914683997631073,0.8816197514533997,0.8828868865966797
MessageInfo.parseType,5,0.8765212326112233,0.8890989422798157,0.894004225730896,0.8995063907933016,0.8557138442993164,0.8066438436508179,0.900316059589386,0.8560059666633606,0.9048045873641968,0.8488069176673889,0.889384925365448
Broker.getAndRemove,92,0.7004794469417314,0.8860651254653931,0.8787952065467834,0.952502000518522,0.88091641664505,0.8802552223205566,0.8806638717651367,0.9642845988273621,0.8810696005821228,0.8859055042266846,0.8810696005821228
CoronaJobHistory.logInited,30,0.8502336058102319,0.9551070332527161,0.9545810222625732,0.9549734422442022,0.9545810222625732,0.9587738513946533,0.9551070332527161,0.9587738513946533,0.9588442444801331,0.9587738513946533,0.9588442444801331
RemoteEnvironment.execute,59,0.9235405832812271,0.912682831287384,0.9705268144607544,0.9710063412114533,0.970773458480835,0.9705268144607544,0.970773458480835,0.970773458480835,0.9705268144607544,0.971422553062439,0.971422553062439
