software,METEOR_kendall,ROUGE_L_kendall,BLEU_4_kendall,BERTScore_kendall,IRES_kendall,SentenceBERT_kendall,USE_kendall,InferSent_kendall,BLEURT_kendall,SIDE_kendall,SimLLM_kendall
method_name,5.685999999999979,6.595999999999973,6.928999999999975,6.48999999999998,3.8719999999999692,4.836999999999972,5.908999999999974,7.392999999999977,5.693999999999976,6.541999999999984,6.0519999999999685
