func_name,\texttt{R2E}$_{\text{C1}}$,\texttt{R2E}$_{\text{C2}}$,\texttt{R2E}$_{\text{C3}}$,\texttt{R2E}$_{\text{C4}}$,\texttt{R2E}$_{\text{C5}}$,\texttt{R2E}$_{\text{C6}}$,\texttt{R2E}$_{\text{C7}}$,\texttt{R2E}$_{\text{C8}}$,\texttt{R2E}$_{\text{C9}}$
FormatUtil.formatTo,0.991588947,0.973211115,0.950491823,0.951137608,0.951237938,0.925570399,0.973652349,0.950964487,0.974214948
Excel03SaxReader.getSheetName,0.891145371,0.96481299,0.933713189,0.937534758,0.931724121,0.936071906,0.934245975,0.935986013,0.935567987
Logging.log,0.739304301,0.692388755,0.974532573,0.843166774,0.790881381,0.905963205,0.842043461,0.843301428,0.843223411
CmsStyleVariable.setStyle,0.759602817,0.893352591,0.886430023,0.892184187,0.857607148,0.9042532,0.893496249,0.855158625,0.855549549
BufrSplitter.readBuffer,0.897089922,0.895827924,0.854450023,0.861357497,0.858288778,0.896139636,0.868670175,0.865168776,0.897244772
Progress.complete,0.473614532,0.758190767,0.809812525,0.786689123,0.889404046,0.791975868,0.770379589,0.881029083,0.85736799
SslCertificateServiceImpl.createKeyPair,0.88311595,0.947410557,0.948069178,0.948383812,0.922559494,0.985326608,0.972394881,0.987706939,0.948381179
SameDiff.fit,0.88231265,0.864908502,0.905418946,0.883744581,0.87304428,0.912003253,0.873111121,0.896430987,0.891805748
DerValue.toDerInputStream,0.521103951,0.913086405,0.858750043,0.891828144,0.838615111,0.90414336,0.896098733,0.719573183,0.861936225
DefaultGroovyStaticMethods.getBundle,0.798392485,0.874385406,0.9022602,0.892933997,0.89138309,0.877656325,0.893245082,0.892786756,0.871899102
AnnotationTypeFieldBuilder.buildAnnotationTypeMember,0.918580294,0.935411088,0.934977831,0.889915881,0.905787037,0.934885648,0.931428774,0.936965558,0.949760789
DocEnv.printWarning,0.775418384,0.99210937,0.991861845,0.931576357,0.78098033,0.992437203,0.992290145,0.992320772,0.991807559
RPUtils.buildTree,0.958057425,0.957792905,0.966023447,0.967815697,0.962279082,0.955606623,0.959234291,0.964769243,0.949609058
AbstractJoiner.prepareClusterState,0.824935648,0.826494429,0.876175001,0.878862192,0.886374969,0.87508516,0.889960901,0.928550383,0.902085212
Normalizer2Impl.recompose,0.899801238,0.913221538,0.905971386,0.89332795,0.895818967,0.908477475,0.89979442,0.923904989,0.895232486
TreeSet.addAll,0.768835881,0.890573765,0.885543321,0.913168541,0.917544377,0.930639817,0.905358744,0.853080561,0.909885049
EnhanceImageOps.equalize,0.94783692,0.951907157,0.939713589,0.947646858,0.947826372,0.947976267,0.947455876,0.947488689,0.966297134
BondTools.isValidDoubleBondConfiguration,0.768370177,0.729238008,0.811951902,0.827761857,0.714442477,0.843131868,0.846238925,0.82811585,0.785423098
GroovyRunnerRegistry.entrySet,0.917977303,0.984444431,0.984904458,0.984449159,0.984570156,0.968316839,0.984475166,0.984463788,0.984316466
SqlDateTimeUtils.dateDiff,0.646032349,0.913459027,0.992866467,0.996674534,0.926154693,0.914614613,0.90324759,0.913929331,0.91400378
ScanProgressDialog.getMainPanel,0.734094702,0.871364628,0.869021796,0.796360688,0.792812723,0.870686543,0.873043817,0.857101943,0.869029673
LocalTransformExecutor.executeJoin,0.804416868,0.852734861,0.849596152,0.854106039,0.80683215,0.80228465,0.859284047,0.856848534,0.859742691
UnicodeReader.digit,0.831470876,0.861943317,0.883412973,0.872716951,0.856376696,0.892170893,0.866615082,0.866171599,0.887870234
EigenvalueDecomposition.cdiv,0.977700375,0.983685217,0.983893839,0.984232542,0.984012874,0.983994426,0.983957817,0.983956847,0.983697698
HomographyInducedStereo3Pts.computeB,0.502177715,0.850647168,0.863608813,0.853602585,0.85556844,0.886128795,0.897843678,0.853785822,0.914110944
EnumTypedef.writeCDL,0.981527136,0.981267225,0.981794349,0.981186278,0.981627776,0.983808993,0.983764722,0.984164642,0.980780262
AbstractFilteringStrategy.evaluateQueryEventFilter,0.908951844,0.840531825,0.844019905,0.86198663,0.841554892,0.916229046,0.868958633,0.926649268,0.916625201
OlsonTimeZone.setID,0.520988934,0.963885262,0.973500265,0.961885966,0.968167288,0.967599721,0.97404597,0.961069985,0.979942526
ExcelFileUtil.isXlsx,0.942061743,0.94082844,0.941039983,0.863213269,0.941697265,0.940744823,0.942416772,0.942435399,0.940918705
KvStateSerializer.serializeMap,0.976333004,0.966104809,0.963287089,0.970196148,0.976069472,0.946658688,0.966038625,0.948765258,0.948018
Duration.dividedBy,0.870563379,0.87539913,0.858107167,0.872594193,0.872796963,0.866888153,0.875651362,0.834518409,0.871142862
SparkSequenceVectors.fitSequences,0.743332347,0.708239009,0.752634914,0.814725554,0.805843944,0.796297004,0.808777849,0.705710106,0.757736301
A_CmsUI.changeProject,0.712593016,0.88714781,0.890609721,0.88930625,0.880589026,0.902655535,0.850110824,0.897395637,0.887797406
CalendarDateUnit.makeOffsetFromRefDate,0.652879513,0.903983903,0.903751331,0.925034772,0.653942314,0.878852107,0.622291388,0.918297455,0.914746164
AvroSerializer.snapshotConfiguration,0.703878678,0.882049829,0.907062306,0.884463559,0.836562901,0.919446168,0.830648698,0.870542696,0.869611204
BaseTransport.internalMessageHandler,0.83917062,0.999853765,0.999901596,0.99985877,0.99988497,0.934586148,0.935950137,1,0.935695783
Segments.getTotalClusterCount,0.981333035,0.974573078,0.975148939,0.974684524,0.981161729,0.974075788,0.974316757,0.982432149,0.97469161
ExtAtomContainerManipulator.convertExplicitToImplicitHydrogens,0.816429477,0.850858403,0.822997952,0.849651471,0.855062833,0.848779645,0.852280634,0.856425722,0.842371152
CmsResourceUtil.getFullPath,0.75190439,0.987957371,0.841356213,0.899382892,0.873572742,0.847238858,0.847035671,0.843332432,0.822327117
PROCLUS.computeDimensionMap,0.809635376,0.772466302,0.827417004,0.852089797,0.775823056,0.869793118,0.766090001,0.797432248,0.808727597
CmsUploaderFileApi.onBrowserError,0.759755251,0.902593515,0.901424454,0.895009152,0.902141968,0.910872744,0.905111263,0.907932061,0.901791781
ProxyServer.startServer,0.927165212,0.913801181,0.930509754,0.943987376,0.913407851,0.924947443,0.921147756,0.922631064,0.907473677
CoronaJobTrackerRunner.localizeTaskConfiguration,0.808014058,0.89256522,0.888371625,0.815468614,0.851237355,0.832505341,0.862787803,0.871066387,0.857417999
CmsOverviewSearchIndexDialog.defineWidgets,0.879875037,0.84170572,0.809646271,0.843186008,0.904951097,0.964037563,0.927168663,0.810369544,0.916149828
AddOnLoader.getLocalClassNames,0.821525274,0.782682371,0.793055024,0.809518537,0.865468413,0.836031924,0.810994297,0.804750787,0.791379238
ConstantsSummaryWriterImpl.addPackageName,0.864132722,0.93703325,0.948569681,0.946265736,0.954370543,0.930144728,0.940525577,0.920622968,0.95529299
ExtensionScript.invokeSenderScript,0.975087608,0.975217662,0.977327929,0.974331979,0.974365105,0.977626698,0.975054079,0.975422335,0.994244754
ArrowConverter.writeRecordBatchTo,0.817253121,0.949946645,0.948818572,0.831280379,0.824376479,0.849646054,0.825705946,0.827910194,0.825349798
AnnotationTypeRequiredMemberWriterImpl.getSummaryTableHeader,0.586199111,0.911158252,0.912573768,0.94977834,0.940528511,0.9120728,0.949538665,0.941244789,0.91160008
ExtensionDynSSL.getRootCaCertificate,0.832365043,0.872325767,0.821819988,0.957314673,0.814303235,0.829731847,0.796715287,0.872901414,0.87027375
GempakSurfaceIOSP.buildShipFile,0.869323513,0.893232536,0.900525573,0.85254317,0.905085392,0.91091423,0.88555334,0.878473307,0.906732831
ServletUtil.getParamMap,0.793035502,0.844075102,0.867542184,0.873741596,0.848732548,0.906765349,0.85079614,0.879856688,0.90679781
Config.setLockConfigs,0.995891529,0.99606225,0.995800453,0.995893561,0.995837333,0.995978234,0.995721501,0.995857292,0.995820879
PnPInfinitesimalPlanePoseEstimation.constructR,0.855747898,0.956033875,0.92265213,0.936241806,0.913226417,0.924957983,0.95216505,0.901161501,0.95365283
PharmacophoreMatcher.matches,0.738844966,0.878031383,0.911695393,0.899987034,0.920778714,0.877891397,0.92274452,0.904364372,0.930733462
VisOdomMonoPlaneInfinity.maximizeCountInSpread,0.758424557,0.854489915,0.912062011,0.84447027,0.927010523,0.879227174,0.927287907,0.924337235,0.924445083
SqlConnRunner.del,0.960442942,0.9602424,0.960835607,0.960470619,0.960121775,0.960927191,0.961211105,0.959829064,0.960357525
TimeSourceProvider.getInstance,0.704935637,0.911113494,0.896233806,0.908831802,0.868150334,0.958971997,0.903303741,0.818827876,0.882504219
DoubleDynamicHistogram.materialize,0.264438123,0.943736624,0.916642784,0.926310487,0.914385475,0.938062459,0.913790875,0.939822702,0.922384966
CommandFormat.parse,0.612547314,0.740861792,0.896833796,0.822579464,0.759710196,0.853006297,0.816197514,0.822098353,0.735464085
DicLibrary.gets,0.920376168,0.958602537,0.909249002,0.918088025,0.917961933,0.878150765,0.878047263,0.918376948,0.918396184
DefaultTableModel.addColumn,0.706638432,0.887973393,0.938215367,0.897347813,0.89705981,0.901960208,0.885962786,0.901758426,0.88871764
Planar.reshape,0.76728028,0.91850657,0.95310593,0.966466587,0.937531281,0.981203581,0.947739289,0.97364079,0.99114426
NcmlConstructor.readVariable,0.8404495,0.85914667,0.866183356,0.876344851,0.877550474,0.87878649,0.85727792,0.865116737,0.876935533
PopupMenuHistoryReference.initialize,0.381743813,0.822505728,0.802717454,0.852442664,0.806461414,0.825710345,0.837177823,0.81428029,0.796889305
CmsDefaultXmlContentHandler.validateLink,0.854999101,0.907159267,0.91964132,0.876810769,0.894989838,0.903615556,0.895555829,0.901803779,0.886020797
TypePrinter.className,0.934002077,0.911089308,0.934471217,0.933756608,0.931401717,0.923321679,0.93067916,0.92301282,0.924672899
PROCLUS.greedy,0.828336754,0.953734957,0.961888241,0.954312557,0.964329793,0.954737657,0.953504665,0.947943137,0.957818081
ExtensionHttpSessions.getHttpSessionTokensSet,1,0.999863554,1,0.999917557,1,0.999137938,0.999900366,0.904042352,1
FactoryBuilderSupport.autoRegisterNodes,0.37237229,0.572856211,0.630400434,0.55853009,0.612162649,0.663613977,0.481768842,0.496593089,0.718086434
ProxyThread.notifyPersistentConnectionListener,0.976300572,0.976114917,0.979241531,0.975905889,0.976318216,0.97925077,0.976111464,0.976084736,0.976332261
MemberSummaryBuilder.members,0.873714955,0.433247547,0.909169698,0.901695659,0.869074695,0.873559536,0.902000213,0.834360322,0.911555124
KerasBatchNormalization.getMomentumFromConfig,0.995836246,0.995474217,0.995551423,0.995629781,0.995297356,0.995540002,0.995496991,0.995439328,0.995680363
SimpleCamera2Activity.configureTransform,0.88948652,0.948385681,0.963251077,0.963097116,0.948046704,0.949344049,0.962245014,0.969204663,0.962758355
RandomUtil.randomColor,0.95863098,0.958236685,0.957658815,0.931644328,0.958207676,0.931266793,0.958413371,0.930763773,0.929789722
CmsXmlContentDefinition.findSchemaTypesForPath,0.822060611,0.926057634,0.911583047,0.846590056,0.874102169,0.889328725,0.928239085,0.927531042,0.909548218
SortedGrouping.combineGroup,0.938466611,0.938576417,0.937745486,0.938343648,0.940034696,0.939171158,0.937912545,0.938323278,0.939547298
KerasTokenizer.textsToSequences,0.882858972,0.972212559,0.934188006,0.937592015,0.919168245,0.935891359,0.918436085,0.936284476,0.935807007
RBBIRuleScanner.fixOpStack,0.883973551,0.907664027,0.900030472,0.935556834,0.887425675,0.909036003,0.883303192,0.916226477,0.923206049
WatchMonitor.createAll,0.786339095,0.818795501,0.837964718,0.836750522,0.820290699,0.913755479,0.835637939,0.828168018,0.836288272
LonePairElectronChecker.isSaturated,0.777512512,0.793103678,0.778692412,0.819069122,0.759783941,0.834721894,0.764420867,0.851838454,0.858999761
InvDatasetImpl.transfer2PublicMetadata,0.866015665,0.860817474,0.81155641,0.934818492,0.917559188,0.846050494,0.911055902,0.865318955,0.913822294
ParseUtil.parseDouble,0.882408028,0.917134075,0.896495939,0.917183878,0.88394995,0.921283152,0.931883324,0.908848942,0.901252577
ProteinPocketFinder.assignProteinToGrid,0.857952639,0.91867588,0.92494326,0.929817559,0.928096129,0.923912672,0.86067823,0.919314598,0.917819852
MathUtils.murmurHash,0.900127869,0.94800858,0.94779759,0.89945418,0.892493075,0.948320232,0.900145454,0.9377494,0.957483692
RDN.avas,0.712454814,0.800729484,0.99991599,0.999905305,0.999924844,0.808904188,0.808301952,0.808808372,0.808689752
IntHashSet.add,0.915860792,0.903331588,0.961985309,0.899466763,0.946168778,0.909029131,0.964267964,0.899577972,0.905141274
Spider.submitTask,0.920435815,0.718381908,0.914778773,0.890713827,0.910414134,0.820463237,0.902392471,0.890675006,0.906636349
IdcardUtil.getGenderByIdCard,0.914861213,0.933277485,0.948374852,0.951906083,0.949291251,0.957018797,0.952649621,0.951642886,0.9353367
DFSAdmin.metaSave,0.860277367,0.859703494,0.811877073,0.804644676,0.827100923,0.844428839,0.85950982,0.827949992,0.812809156
FTPFileSystem.create,0.910117409,0.913329366,0.913320061,0.864162607,0.943355983,0.868443793,0.946155675,0.950986328,0.948452753
Sql.executePreparedQuery,0.999873881,0.999946121,0.995267567,0.999879486,0.995549225,0.995536472,0.951679105,0.999876203,0.995524411
ClassGenericsUtil.instantiateLowlevel,0.641692884,0.863975012,0.785096469,0.886418395,0.815425799,0.803221313,0.793393451,0.883206338,0.827408035
ConvertBufferedImage.checkInputs,0.91061009,0.929584811,0.955374569,0.924724839,0.857603852,0.932005194,0.939751751,0.915521288,0.926869538
Assert.checkNonNull,0.920828493,0.906741894,0.906744311,0.906679127,0.906455247,0.907584129,0.90692163,0.907479451,0.920167843
Record.setNull,0.679795286,0.917656204,0.923052871,0.964547819,0.861807042,0.964256076,0.862045903,0.964493096,0.970066146
UnitDimension.main,0.25789914,0.893766888,0.943703628,0.907204672,0.892924017,0.857315817,0.920352211,0.905360045,0.916872404
JShellTool.argsToSnippets,0.842950207,0.920705532,0.899000606,0.884751373,0.868692131,0.882654447,0.88748697,0.893821133,0.864284522
VocabularyHolder.resetWordCounters,0.884844932,0.987927276,0.988022739,0.988124858,0.987901504,0.988009928,0.988298789,0.988028876,0.987998726
MemberSummaryBuilder.buildConstructorsSummary,0.999894324,0.999908556,0.999899587,0.999944104,0.999924661,0.999924661,0.999908498,0.999897838,0.999878801
LogGammaDistribution.logpdf,0.922080129,0.947569551,0.926632867,0.920282756,0.946444774,0.927545281,0.902164,0.930432187,0.956151411
InternalTimerServiceImpl.restoreTimersForKeyGroup,0.919483902,0.933428599,0.932415802,0.933163383,0.928283833,0.930798903,0.918331669,0.930921711,0.912131178
CollectionLevelScanner.getXlinkHref,0.600328958,0.785289627,0.883685574,0.79018906,0.820009391,0.89419305,0.801640354,0.855232,0.860058707
ReflectUtil.getMethodByName,0.987380258,0.838661418,0.894260665,0.895347951,0.881121233,0.833542674,0.882154903,0.85342165,0.999910372
SingleInputPlanNode.accept,0.794626321,0.779838201,0.932293354,0.928844459,0.794630567,0.942492665,0.795884553,0.983065267,0.84432849
QueueContainer.txnRollbackPoll,0.864095354,0.860006465,0.878597108,0.863159706,0.897102808,0.886448552,0.898091926,0.885983987,0.886233693
RefineThreeViewProjectiveGeometric.refine,0.818701792,0.89482261,0.898971799,0.877007903,0.784780847,0.883407548,0.892469175,0.931917104,0.927826725
EventPublisherHelper.publishCacheWideEvent,0.97722935,0.971207399,0.958687036,0.959899202,0.948968326,0.966068848,0.950420189,0.942225875,0.960625782
Shape.toMmulCompatible,0.744981399,0.854284688,0.893072478,0.879027725,0.791805651,0.901358085,0.843115779,0.809737993,0.882370185
GridCoordSys.findCoordinateTransform,0.672848825,0.829661763,0.870215282,0.87917514,0.869649198,0.863354439,0.949759737,0.862677685,0.915790765
VisitorUtils.acceptVisitor,0.870616106,0.931139871,0.934244723,0.934833951,0.933670162,0.932805904,0.93515172,0.936670231,0.940486675
SimpleSeekableFormatOutputStream.write,0.661884122,0.734970185,0.824470296,0.771456038,0.735753882,0.790446334,0.726774399,0.754852118,0.852015984
ExtensionLoader.hookScannerHook,0.907137988,0.941964029,0.935098819,0.936701524,0.935081948,0.942978291,0.919547,0.935425754,0.953942065
ClassDocImpl.findConstructor,0.951627425,0.938652686,0.938643176,0.932595036,0.945900648,0.933415768,0.939038529,0.934704473,0.932391717
MStress_Client.readDFSPaths,0.719876669,0.950633526,0.901580377,0.895122742,0.906536612,0.867629844,0.916412113,0.854678885,0.838840204
Reaction.addMapping,0.979999612,0.927109852,0.861770564,0.808382847,0.860781566,0.86236702,0.873101742,0.862530347,0.862624298
CmsDefaultXmlContentHandler.initFormatters,0.921572869,0.935889284,0.953581623,0.934244502,0.92352402,0.922241978,0.915371198,0.930538755,0.939267373
IsProtonInConjugatedPiSystemDescriptor.calculate,0.672283992,0.877382404,0.842945683,0.819558232,0.890089122,0.872277993,0.885162562,0.892920338,0.842459323
CalendarDate.parseISOformat,0.886285078,0.906994768,0.890920693,0.90505653,0.914502662,0.90053738,0.899149693,0.893994496,0.906563116
LsImageVisitor.visit,0.494883056,0.869930273,0.880941992,0.812210589,0.90577358,0.82518168,0.805422901,0.88939693,0.849233486
ThymeleafEngine.createEngine,0.907564909,0.941721925,0.926307031,0.943773842,0.931850029,0.945543438,0.919285445,0.930462924,0.950784981
DFSClient.methodBasedRecoverLease,0.840829978,0.906390866,0.908601614,0.912296573,0.884727742,0.889065847,0.862951796,0.912291125,0.857912202
Config.findMapEventJournalConfig,0.999933166,0.999907518,0.999917749,0.999937071,0.999882018,0.99993431,0.999908505,0.999907518,0.999901069
KinesisConfigUtil.validateConsumerConfiguration,0.861380812,0.882476693,0.89485226,0.877922379,0.895209058,0.88799026,0.859164611,0.897578626,0.893247071
XLogPDescriptor.getHydrogenCount,0.999869854,0.999952055,0.999926796,0.999904474,0.999921921,0.999944743,0.999888497,1,0.999900549
GenericMethod.setParameter,0.792913925,0.818794848,0.838882476,0.819800457,0.819163454,0.84780152,0.839361656,0.891453888,0.837147089
MethodBuilder.buildMethodDoc,0.923518912,0.915856234,0.916682676,0.923959375,0.928589909,0.917376522,0.916686461,0.9232459,0.915667782
Path.depth,0.604696668,0.768826583,0.676167074,0.804111244,0.749937149,0.695750379,0.686986463,0.728841915,0.766596785
CmsFolder.isFolderType,0.8735211,0.966927855,0.873166179,0.973175972,0.963254895,0.97271616,0.881371708,0.967726822,0.965852143
Holder.of,0.956845988,0.947354908,0.956570128,0.956542567,0.956430412,0.979389434,0.937502173,0.957210575,0.956391738
Integer.getInteger,0.946857247,0.946857247,0.947050034,0.947336671,0.946887546,0.893015522,0.945955282,0.946105624,0.946363768
CmsModuleImportExportHandler.getExportHandler,0.73441187,0.858726734,0.869122487,0.879982724,0.883563392,0.914304665,0.875172135,0.878584715,0.868513617
GridHorizCoordSys.setLatLonDxDy,0.828404088,0.928767545,0.957004516,0.933326776,0.892236302,0.947290646,0.953090414,0.931806457,0.945343206
NNDescent.boundSize,0.886393597,0.923404181,0.936320274,0.95835865,0.922329842,0.958013394,0.922410521,0.939454082,0.922542762
CmsAliasManager.checkPermissionsForMassEdit,0.880494403,0.881272265,0.880604257,0.877356494,0.880186358,0.880432562,0.878643719,0.880278897,0.879698887
OUTRES.outresScore,0.841188105,0.917118396,0.929527784,0.885881976,0.855218843,0.842416601,0.886820069,0.927473627,0.86524463
PublisherCreateOperation.removePartitionResults,0.901586281,0.915283718,0.88327946,0.9302106,0.857427655,0.931942801,0.887549347,0.886717571,0.887751092
CmsPatternPanelMonthlyView.initSelectBoxes,0.84398032,0.935986588,0.956632282,0.947936724,0.957994091,0.955513453,0.86199402,0.947511615,0.923017531
DataNode.reconfigurePropertyImpl,0.765640811,0.952633641,0.911560067,0.917891931,0.881293161,0.905294353,0.908362087,0.924380512,0.903564585
CmsBrokenLinkRenderer.renderBrokenLinkGroupContainer,0.779207564,0.869034543,0.954976511,0.852369232,0.795980061,0.888637642,0.81286859,0.854095219,0.896543367
EncodingGroovyMethods.decodeHex,0.881007432,0.86997251,0.873990332,0.875335311,0.89908984,0.872870721,0.897049488,0.878620054,0.879450923
QRDecomposition.isFullRank,0.64789874,0.803421472,0.908273321,0.848404889,0.950694335,0.893685809,0.929953863,0.89360384,0.892432448
HttpMethodBase.addUserAgentRequestHeader,0.846262068,0.83131043,0.969317013,0.969301513,0.952135652,0.748182044,0.76863597,0.838732318,0.752788916
DocCommentParser.identifier,0.923651258,0.951728251,0.951920419,0.952207335,0.941401986,0.952376891,0.923553575,0.952188962,0.951968634
CmsSchedulerThreadPool.runInThread,0.653786011,0.904420498,0.907952961,0.850068767,0.90897062,0.904404977,0.899552847,0.864437615,0.907136156
MethodWriterImpl.getMethodDetailsTreeHeader,0.999946547,0.999883767,1,0.999901625,0.999923252,1,0.999900371,0.999923252,0.999923252
ServletUtil.getHeader,0.881272801,0.865288053,0.882240514,0.865328709,0.882088979,0.866046465,0.864945045,0.881584421,0.865543536
NamespaceNotifierClient.removeWatch,0.915037864,0.916471262,0.930339683,0.928944458,0.939396426,0.924532499,0.925336928,0.925766237,0.923744203
InternalMailUtil.encodeText,0.845250798,0.930458794,0.874945581,0.9223755,0.878537294,0.931293036,0.930610082,0.930458794,0.930842447
CmsLinkProcessor.processLink,0.842844913,0.896021754,0.858513582,0.885893102,0.89585957,0.870114039,0.897617297,0.87466277,0.899432749
SerializingListener.processEvent,0.399301292,0.790977806,0.767422733,0.78120228,0.810086033,0.710631902,0.837280895,0.574417118,0.719421507
MiniCluster.executeJobBlocking,0.880359758,0.938304054,0.977494397,0.97904076,0.956582452,0.976541658,0.941762301,0.973217408,0.950360595
SpiderPanel.getAddedCountValueLabel,0.9999046,0.999922014,1,0.999912481,0.999912481,0.999910345,0.999888906,0.999940822,1
PartialFilledStructureMerger.generate,0.585286418,0.903624112,0.903357064,0.91875902,0.918792837,0.905146296,0.900612414,0.90687461,0.863529228
Router.allAllowedMethods,0.904695168,0.901395837,0.921272998,0.885345456,0.890322413,0.923802111,0.907700507,0.918222033,0.913586367
GetDirHandler.sendDIR,0.878006155,0.834751392,0.800681604,0.931093835,0.82053482,0.863037267,0.838894253,0.863216097,0.874863731
DistortImageOps.scale,0.901834853,0.875607795,0.856366971,0.848862346,0.853019454,0.863319401,0.840410405,0.867923926,0.865049053
NetUtils.getSocketFactory,0.96320251,0.951089545,0.959414998,0.963273926,0.963233902,0.962552647,0.952989951,0.962973386,0.957839626
MapEventPublisherImpl.isIncludeValue,0.946001966,0.951998118,0.94044038,0.958090132,0.939915791,0.945335198,0.927242975,0.942715722,0.9513242
CmsVfsService.getAvailableLocales,0.896771494,0.903376008,0.914705509,0.922969982,0.904106766,0.909382323,0.90269518,0.906326473,0.92216221
SOS.computePi,0.843363147,0.965773692,0.9202018,0.980296469,0.824460436,0.941372178,0.90501315,0.99460498,0.96993137
CmsDriverManager.createSibling,0.8519386,0.925596403,0.869271007,0.875205958,0.856903284,0.866840131,0.862263496,0.8625117,0.852161986
ClusterServiceImpl.setClusterId,0.807072542,0.725966704,0.779888695,0.766698936,0.844849866,0.791510514,0.77247117,0.842229238,0.767050467
HtmlDocletWriter.getTypeParameterLinks,0.758791433,0.995971555,0.999860991,0.996237451,0.723719755,0.996355504,0.656338927,0.734840331,0.714065729
CmsCategoryService.localizeCategory,0.874442848,0.857072924,0.857264229,0.934226813,0.949990208,0.900366856,0.904392181,0.935228637,0.845423706
LinearEquationSystem.nonZeroPivotSearch,0.956924405,0.95655353,0.950190878,0.955424136,0.955177831,0.955631228,0.956088064,0.955906977,0.956088064
AbstractStereo.contains,0.692178268,0.947373161,0.94768116,0.751801787,0.693579976,0.921339422,0.942639135,0.952730484,0.94703386
ModularJavaUtils.checkJavaInternalAccess,0.63354018,0.767437085,0.784155297,0.79467056,0.793317575,0.850054317,0.781656973,0.772525238,0.740791226
ModuleGraphBuilder.buildGraph,0.883620007,0.917410071,0.967009472,0.930555365,0.920609179,0.930262247,0.919240148,0.93475973,0.966535442
RingbufferContainer.checkBlockableReadSequence,0.887178302,0.870212343,0.895242512,0.89786588,0.889467252,0.925761218,0.925032445,0.893382286,0.936348641
FindDialog.getJPanel,0.644361816,0.67013154,0.85800174,0.788875302,0.641655138,0.856286882,0.771317347,0.888377369,0.743961194
ConfigManager.getPoolMaximum,0.999903221,0.999901739,0.999903262,0.99986123,0.999881439,0.999923138,0.999906718,0.999898398,0.999889538
OperationParkerImpl.onPartitionMigrate,0.751983523,0.942600539,0.957884493,0.805240993,0.877836199,0.893104526,0.845404878,0.798235768,0.858829648
ExtendedAtomGenerator.generate,0.79953036,0.879474926,0.860182422,0.838589093,0.843775607,0.85926705,0.855124506,0.864018145,0.835388421
PerspectiveOps.multTranA,0.734898699,0.947794631,0.947794631,0.808330184,0.812222049,0.865432019,0.861296489,0.765574863,0.772168378
CmsJspNavigationBean.getItems,0.61027905,0.721175283,0.934550886,0.893016832,0.930690337,0.970811248,0.947442079,0.926948649,0.901887968
FairSchedulerServlet.generateSelect,0.974352608,0.975342499,0.975921208,0.973990209,0.97566965,0.928133131,0.958154946,0.975071328,0.969962552
JavacState.findAllArtifacts,0.632777386,0.8918746,0.849264417,0.892860832,0.842563668,0.848415617,0.815687196,0.862157798,0.959330037
ComponentMaximiser.maximiseComponent,0.934519849,0.937483902,0.935067314,0.937270548,0.916584412,0.937521761,0.921958258,0.937442324,0.937442324
SimulatorEventQueue.addAll,0.770071041,0.976269751,0.975340473,0.975722101,0.918266818,0.900053185,0.918408135,0.919530448,0.927534128
CountingMigrationAwareService.getMigrationStamp,0.598554964,0.959561395,0.954869667,0.95256541,0.948088602,0.988482026,0.934231853,0.947045765,0.955418049
GeneralPath.shapeOf,0.889977529,0.872002498,0.874966011,0.887518314,0.904024317,0.903220941,0.896693449,0.894508248,0.886619955
MapBuilder.putAll,0.898845013,0.898000758,0.89854227,0.941398465,0.942687086,0.898122158,0.897980601,0.898861608,0.897226177
ImageFlow.reshape,0.865388268,0.952675343,0.813640621,0.956121981,0.788306473,0.813099728,0.745832891,0.774068701,0.745806593
AbstractHeapPriorityQueue.clear,0.534866768,0.791094409,0.830092456,0.830344879,0.806361917,0.829779112,0.79153642,0.830608501,0.832048733
RichDiagnosticFormatter.preprocessDiagnostic,0.711064087,0.932763891,0.9257381,0.917737903,0.927106541,0.885206086,0.91598959,0.894343687,0.917263432
ErrorCollector.getException,0.711088194,0.927025962,0.938407869,0.928847013,0.933069107,0.928490015,0.927157342,0.924816736,0.929071692
BasicConstraintsExtension.get,0.530981317,0.994437418,0.99447764,0.994658899,0.994374272,0.994551273,0.994526412,0.994526412,0.994296587
SDBaseOps.gatherNd,0.999881476,0.999864614,0.999862554,0.999885823,1,0.999859515,1,1,1
AtomContainer2.setAtoms,0.699109691,0.714676237,0.710538412,0.744190183,0.700822038,0.752021017,0.697985849,0.690576426,0.725512496
CmsDateBox.setFormValueAsString,0.722950804,0.765958684,0.80505312,0.875685493,0.88864569,0.801100835,0.858622084,0.815660417,0.863099167
YamlConverter.convertYamlToJson,0.872096242,0.841264674,0.837352489,0.839071773,0.827833101,0.83639602,0.982721938,0.982340068,0.841237435
HttpSessionsPanel.getHttpSessionsTable,0.838533226,0.852738285,0.832057653,0.78932719,0.81863895,0.829461974,0.82119538,0.864699105,0.826179337
StabilizationCharges.calculatePositive,0.798589493,0.868424276,0.864792658,0.855932915,0.802451581,0.881624746,0.810205838,0.825627402,0.826850241
RingbufferContainer.convertToData,0.836472298,0.940801118,0.936092729,0.836000382,0.882057728,0.881404592,0.891475461,0.890553927,0.882154804
MolecularFormulaManipulator.getHTML,0.746637927,0.873746895,0.862942016,0.919592719,0.830782296,0.841077084,0.829939562,0.87491419,0.832452296
SegmentsUtil.getShort,0.999916444,0.999919235,0.999922092,0.999915927,0.999931311,0.999918397,0.999897779,0.999913936,0.999913936
