func_name,qwen3-8B_ires,doubao-embedding-vision-251215_ires,qwen3-4B_ires
BaseLoader.delete,0.973305233,0.976427499,0.984592474
Setting.putAll,0.867771679,0.736159385,0.858182456
NumericSummaryAggregator.combine,0.928756478,0.900507897,0.907328945
StructureDiagramGenerator.layoutAcyclicParts,0.801287627,0.753432578,0.791209373
YoloUtils.nms,0.938100343,0.851410554,0.932781872
AtomContainerManipulator.getBondArray,0.999904496,0.998144905,0.999882548
MapProxyImpl.submitToKeys,0.88735045,0.853796819,0.889642511
ExampleImageEnhancement.histogram,0.942169906,0.846055836,0.941682222
TimeCategory.getRelativeDaylightSavingsOffset,0.904768665,0.864703944,0.918123966
LinkedList.removeLast,0.999815483,0.997266696,0.999915482
ClassUtil.getDefaultValues,0.922699157,0.861091439,0.957040078
GempakSoundingIOSP.makeSequence,0.969188462,0.927746784,0.978406502
StitchingFromMotion2D.setOriginToCurrent,0.867686116,0.828094537,0.910746647
MetadataRaftGroupManager.isMetadataGroupLeader,0.905971066,0.783874496,0.864347624
FactoryBuilderSupport.setNodeAttributes,0.923781912,0.90856824,0.925954653
HdfsFileStatus.toFileStatus,0.999866274,0.99846118,0.999874404
CmsDriverManager.getDriverInterfaceForProxy,0.918617815,0.795874022,0.884742587
CmsAddDialogTypeHelper.getResourceTypes,0.950015858,0.905435647,0.887112617
ClusterJspHelper.updateUnknownStatus,0.958329115,0.935978888,0.948542709
StructureDiagramGenerator.clearHydrogenCounts,0.982195935,0.972580673,0.981117354
ZapTocMerger.mergeNodes,0.946513152,0.893204939,0.948264658
NestedClassWriterImpl.getNavSummaryLink,0.993746694,0.976485349,0.988777021
DatanodeBlockInfo.detachFile,0.885586161,0.798489947,0.893342381
DualInputOperator.accept,0.953350604,0.916976704,0.95410498
WideningCategories.parameterizeLowestUpperBound,0.924676106,0.842372627,0.896927621
SecondsBasedEntryTaskScheduler.cancelAndCleanUpIfEmpty,0.936177214,0.884096923,0.931676606
CmsResourceBundleLoader.addBundleToCache,0.818558471,0.702408785,0.857177545
CollUtil.sort,0.972074957,0.959683523,0.987852671
HttpSessionsTableModel.getHttpSessionAt,0.984621395,0.977943104,0.991406791
PythonStreamer.close,0.85758837,0.7404892,0.829399792
SquaresIntoCrossClusters.connectNodes,0.910306122,0.839300463,0.906139486
CmsSetupBean.setDbWorkConStr,0.846744494,0.840672796,0.790249406
DialogAddUser.initializeCredentialsConfigPanel,0.765124148,0.640557164,0.798906831
SummaryAndConfigPanel.setSummaryContent,0.883714563,0.793448152,0.896303764
RepairingTask.isAboveMaxToleratedMissCount,0.931855183,0.878581683,0.927442897
CollationKey.merge,0.954593277,0.876268568,0.95970756
FunctionUtils.uncheckedFunction,0.990185864,0.9805574,0.991971495
ReduceContext.nextKeyValue,0.898488678,0.845377754,0.877177064
NumberUtil.processMultiple,0.904071512,0.852509855,0.846746948
EventServiceImpl.getSegment,0.97995985,0.962199623,0.978608366
UTF16.lastIndexOf,0.970748878,0.933131555,0.957029426
SDUInt32.serialize,0.811106348,0.746716373,0.832033442
SystemOutLoggingTool.debug,0.880366384,0.850663114,0.909217915
SparseShortVector.setDimensionality,0.900527022,0.797317706,0.923283831
Assert.noNullElements,0.971158987,0.933351515,0.964171238
TreeScanner.visitCase,0.999890241,0.998151207,0.999867529
ChemFileManipulator.getBondCount,1,0.998840045,0.999912549
LocalExecutor.executePlan,0.926065033,0.852024147,0.915471619
Preconditions.isNotNull,0.97599535,0.940777009,0.983137271
HadoopArchives.relPathToRoot,0.924369007,0.783844098,0.936845323
AWIPSsatConvention.getAxisType,0.956505868,0.87513252,0.874397122
MigrationManager.scheduleActiveMigrationFinalization,0.858998163,0.782568859,0.843553571
HeadlessBootstrap.warnAddOnsAndExtensionsNoLongerRunnable,0.979400444,0.949344348,0.977749178
MemoryLogger.getMemoryUsageStatsAsString,0.936321808,0.874052094,0.944109499
VMath.squareSum,0.988717941,0.970509977,0.988381592
Region.getInstance,0.876662397,0.797435573,0.876737885
MultiViewOps.split3,0.999378272,0.99673035,0.998946107
OrPredicate.setPredicates,0.898063826,0.844304089,0.923336535
EnumConstantWriterImpl.getNavSummaryLink,0.994672419,0.981397023,0.9851342
VdWRadiusDescriptor.calculate,0.916335087,0.877579203,0.93908967
DateIntervalFormat.fallbackFormat,0.932273957,0.80297607,0.913546016
DecimalFormatSymbols.setPlusSignString,0.995489004,0.988170346,0.994687442
AtomicAllocator.getHostPointer,0.999866764,0.999319713,0.999897894
DeviceLocal.clear,0.926714509,0.839156295,0.90609498
SerializationUtils.toByteArray,0.949924607,0.894292401,0.949223928
InMemoryChunkAccumulator.reassemble,0.926787578,0.856238427,0.914472712
Version.isBetween,0.865688536,0.811878593,0.764836912
RestartStrategyResolving.resolve,0.931215556,0.880545199,0.937588444
HashUtil.intHash,0.876457846,0.762041937,0.837576182
FilteredConvexHull2D.checkCandidateUpdate,0.794309845,0.698182268,0.775774433
ValueCollectionFactory.emptyCollection,0.887625379,0.84304058,0.891241943
AbstractParam.getString,0.927666049,0.920458217,0.924066944
Config.setJobTrackerConfigs,1,0.998791347,0.999903016
ParamFundamentalEpipolar.selectDivisor,0.909045598,0.833622269,0.926096607
CookieBasedSessionManagementHelper.getMatchingHttpSession,0.908157281,0.826842105,0.92357872
DODSNetcdfFile.readDataDDSfromServer,0.831388264,0.671293196,0.840976627
NodeQueryCacheEventService.publish,0.920010957,0.847164005,0.806116198
VMath.angle,0.878558597,0.74597652,0.841393575
NetUtils.unresolvedHostToNormalizedString,0.814791867,0.73801478,0.736604435
CmsDataTypeUtil.isParseable,0.776707182,0.663090884,0.819629709
FileUtil.normalize,0.836003101,0.797677447,0.828344402
ExtensionActiveScan.showCustomScanDialog,0.933919092,0.881843443,0.933810663
HttpMethodDirector.isRedirectNeeded,0.937003326,0.797001237,0.897954874
PartitionStateManager.isPartitionAssignmentAllowed,0.967880851,0.908337463,0.95517166
CenterLossOutputLayer.computeScore,0.953890595,0.90324787,0.960162289
AtomContainer.removeSingleElectron,0.942331567,0.86182924,0.956525474
ReactionSchemeManipulator.createReactionScheme,0.927931313,0.879596366,0.93739284
SphereUtil.haversineFormulaRad,0.943078734,0.910301705,0.926296266
GImageBandMath.minimum,0.890014286,0.832586476,0.947975111
AnnotationTypeRequiredMemberWriterImpl.addAnnotationDetailsTreeHeader,0.982245636,0.968560734,0.960449109
AioSession.read,0.974589269,0.918721767,0.97102384
QrCodeDecoderImage.readVersionRegion0,0.938721108,0.906019202,0.913448301
MolecularFormulaRangeManipulator.getMinimalFormula,0.999895242,0.998877296,0.999924695
RaftState.toFollower,0.957532846,0.918272395,0.954826803
DocumentParameters.sorted,0.957630577,0.948005419,0.961792215
Job.setCombinerClass,0.974407246,0.975484098,0.977898509
QueryAtomContainer.getConnectedSingleElectronsList,0.86932459,0.750214855,0.909209612
CheckUtil.checkAdd,0.979002279,0.944585021,0.979259101
Normalization.minMaxColumns,0.836320117,0.679057275,0.803277861
DGrid.getVar,0.907607027,0.805447834,0.907021291
QrCodeGenerator.renderData,0.834852895,0.809061063,0.843540269
SessionDriver.releaseResources,0.988752743,0.979514044,0.988521664
ExtensionScript.loadScript,0.93065242,0.834471028,0.930590232
DataDescriptor.transferInfo,0.909078759,0.796662598,0.939465981
LossMixtureDensity.phi,0.944087628,0.832326567,0.90278469
UsersListModel.setSelectedInternalItem,0.908915461,0.795825183,0.822504471
AbstractRStarTree.insertDirectoryEntry,0.926893723,0.859551679,0.920677095
ZlibCompressor.setInputFromSavedData,0.920061202,0.869359523,0.908609776
CRDTReplicationTask.getDataMemberListIndex,0.989306848,0.99105054,0.993935968
RdKNNTree.doReverseKNN,0.984672661,0.959166285,0.984592822
JavacFileManager.close,0.601399863,0.654717594,0.806243962
CmsRole.getVirtualGroupFlags,0.880902593,0.80105418,0.845924031
AtomMappingTools.mapAtomsOfAlignedStructures,0.80411701,0.707315076,0.807933091
LocatedBlocks.binarySearchBlockStartOffsets,0.869410977,0.758803871,0.812596831
SimulatedTaskRunner.launchTask,0.902653846,0.848035554,0.897832355
CmsVfsFileWidget.getJsonConfig,0.878090486,0.860416314,0.840103287
GenerateImplFastCorner.generateSamples,0.618396249,0.596523276,0.746889175
SwissArmyKnife.getDuration,0.920383129,0.896994187,0.930133546
LightWeightHashSet.pollToArray,0.934278838,0.859554479,0.898665171
ExtensionSpider.startScan,0.999905142,1,1
SystemUtil.getBoolean,0.890991746,0.853387028,0.870821713
KvStateRegistry.unregisterKvState,0.986735677,0.967708131,0.982605366
NNLatencyBenchmark.tearDown,0.776258384,0.700428238,0.800051467
ThreadPoolExecutor.getTask,1,0.998656588,0.999876488
SerializerBase.getOutputProperty,0.911683289,0.789479965,0.900143678
EnjoyEngine.createEngine,0.936021752,0.853592364,0.933624219
MiniMax.findMax,0.979588785,0.962797448,0.984416215
Resolve.isInnerSubClass,0.977827127,0.961641418,0.975751415
MapUtil.createInt2ObjectHashMap,0.971916539,0.907796171,0.951539449
CollUtil.intersection,0.932530525,0.882032002,0.970339024
DefaultGroovyMethods.takeWhile,0.920042541,0.815432833,0.911736401
PluginFactory.probeNextPlugin,0.856698396,0.815489438,0.897280237
ImgUtil.toBase64,0.99239156,0.960869679,0.994042222
API.hasValidKey,0.956363384,0.861229943,0.922253893
StandardPrefixDB.instance,0.982669881,0.969543549,0.986995276
EncodedGradientsAccumulator.reset,0.739080373,0.64602839,0.739549092
GlobalExcludeURLParam.setDefaultList,0.82246085,0.656465808,0.752493938
SMARTSQueryTool.matches,0.84466161,0.789641846,0.84491081
JShellTool.subCommand,0.847086567,0.715002469,0.810708634
RaidNode.makeRelative,0.865481593,0.803811517,0.902308899
DescriptorProperties.putBoolean,0.999887757,0.999198016,0.999856838
CmsADEConfigData.getTypesWithModifiableFormatters,0.953113556,0.929710915,0.926563967
PrefPanel.addDoubleField,0.987327738,0.975396272,0.997612283
CreateSymbols.includeEffectiveAccess,0.748726219,0.685842851,0.675866224
ClassWriterImpl.addNestedClassInfo,0.840636475,0.905280334,0.919261441
DTMDocumentImpl.appendNode,0.877410957,0.734430719,0.881688544
ExtensionActiveScan.getMenuItemPolicy,0.940171829,0.877663857,0.923947463
KeyUtil.getKeyGenerator,0.987175755,0.969520529,0.965368248
TryWithResourcesASTTransformation.transform,0.913792234,0.900150229,0.932101199
IOGroovyMethods.getBytes,0.898144781,0.836731509,0.943110369
GroovyMain.processOnce,0.920371923,0.944786023,0.945404464
ExtendedCisTrans.getOtherAtom,0.945262355,0.863840518,0.956665728
MDLRXNReader.readChemModel,0.923864226,0.873937835,0.947429508
JobInProgress.refreshTaskCountsAndWaitTime,0.897616386,0.822190602,0.885551715
GroovyCollections.transpose,0.883044629,0.759388743,0.890126429
DistCp.setMapCount,0.95858835,0.915652712,0.955074777
PrimsMinimumSpanningTree.pruneTree,0.91906357,0.825708658,0.930323312
JShellTool.printStackTrace,0.936135712,0.842503911,0.940812244
TransformProcess.execute,0.87556291,0.73342708,0.840870113
KeyUtil.getKeyPairGenerator,0.983654579,0.970579542,0.963475611
SDBaseOps.tile,0.999891746,0.997744607,0.999800066
TypeSignature.getComponentType,0.859737302,0.66641014,0.873542806
VecmathUtil.extents,0.943223409,0.892189903,0.951997762
GenericInMemoryCatalog.validatePartitionedTable,0.94110619,0.910675816,0.962790368
AbstractContextSelectToolbarStatusPanel.setupToolbarElements,0.805759459,0.642835571,0.772947599
ScriptBytecodeAdapter.invokeMethodN,0.99984059,1,0.999856464
ExecutionGraph.getArchivedExecutionConfig,0.850810954,0.82184886,0.808240905
RaftNodeImpl.canReplicateNewEntry,0.833811315,0.770620989,0.78462971
JsonGetterContextCache.cleanupIfNeccessary,0.866862571,0.722186903,0.866572873
ByteArrayUtil.readUnsignedVarint,0.877515532,0.796112835,0.879891533
Control.notifyExtensionsSessionChanged,0.926753628,0.864901714,0.939057602
RemoteException.unwrapRemoteException,0.878465353,0.799076885,0.865666725
SqlValidatorImpl.registerOperandSubQueries,0.920067388,0.836263064,0.925782316
JsonObject.getFloat,1,0.998995612,0.999903739
TldDetection.detectionCascade,0.918861571,0.822238496,0.931084601
ClassReader.readInnerClasses,0.843739819,0.77967214,0.785246374
DetectChessboardSquarePoints.configureContourDetector,0.970406615,0.921904956,0.981103653
ClassNodeResolver.findByClassLoading,0.94462639,0.81799385,0.915568178
CmsEditModuleForm.updateSiteInfo,0.881719526,0.833932592,0.836517988
BytesWritable.readFields,0.916338176,0.823443779,0.866374132
ProcessingUnit.setClassLoader,0.894212372,0.796916014,0.853079128
Dict.removeEqual,0.910510997,0.864306749,0.901278139
DatasetHtmlWriter.resolve,0.943795833,0.889292382,0.958623971
CmsPreviewService.readFocalPoint,0.869444336,0.859702888,0.941919459
CmsSubscriptionManager.setEnabled,0.999867513,0.999375577,1
BaseCudaDataBuffer.set,0.635076821,0.53850082,0.563029089
BooleanIndexing.and,0.911147838,0.819863274,0.860183719
Condition.buildValuePartForIN,0.910049987,0.85196798,0.906604647
ClientBwListConfigHandler.handleLostConnection,0.742035975,0.686853396,0.78319085
StreamGraphGenerator.generateInternal,0.856219292,0.780559451,0.896878723
SameDiff.fromFlatBuffers,0.89900021,0.839847729,0.882774932
AbstractServlet.probeRequest,0.909902245,0.837277232,0.894304252
QueueStoreWrapper.create,0.971584483,0.914470071,0.949363755
AbstractFrame.centerFrame,0.971309586,0.925301759,0.954260654
Pool.get,0.968102908,0.923077557,0.977844626
DataSet.sortPartition,0.994747581,0.968464587,0.95790668
AbstractParamContainerPanel.showDialog,0.87062882,0.867225769,0.904270751
SlotManager.unregisterSlotRequest,0.965852704,0.952808315,0.97093395
ReactionSetManipulator.getReactionByReactionID,0.976024954,0.933964036,0.974592795
ClassicMultidimensionalScalingTransform.computeSquaredDistanceMatrix,0.858112311,0.75421996,0.845672432
BytecodeHelper.negateBoolean,0.930246732,0.903040667,0.930610914
OperationServiceImpl.shutdownInvocations,0.813039313,0.674705385,0.796644629
Validator.validateIpv4,0.999879776,1,0.999812373
PatriciaTrie.findFirstDifferingBit,0.875973544,0.728018467,0.860942624
BaseHybridHashTable.getNextBuffers,0.885894342,0.765655598,0.897413647
AbstractMapServiceFactory.createMapService,0.889536957,0.805287929,0.815753788
SweepHullDelaunay2D.flipTriangle,0.82719945,0.598532451,0.78502579
KeyMap.get,0.999899526,0.998785877,0.999888306
FragmentAtom.getExactMass,0.839204293,0.781667773,0.772066377
YoloUtils.overlap,0.897731741,0.788331285,0.915138652
HttpDSP.build,0.902920634,0.722889472,0.867679959
RootDocImpl.getOverviewPath,0.835569003,0.767706919,0.848858415
PNCounterImpl.get,0.951604493,0.862474345,0.946568784
UtilLepetitEPnP.computeCameraControl,0.955749547,0.886477491,0.976898735
EdmondsMaximumMatching.blossomSupports,0.793103051,0.721557706,0.768098496
DebugAminoAcid.getFlag,0.936409876,0.923789737,0.970302768
AioServer.init,0.909581799,0.858091489,0.873975093
FSDataset.getCauseIfDiskError,0.940951844,0.87383759,0.968584018
ReactionRenderer.paint,0.983253295,0.967023879,0.988354834
ChannelWriterOutputView.nextSegment,0.806213934,0.792469787,0.806285301
SSLUtils.isRestSSLEnabled,0.951387189,0.889134594,0.959087497
OutputPanel.getJScrollPane,0.949218935,0.879148186,0.953486783
XPathContext.popRTFContext,0.915461004,0.810374159,0.897608018
FactoryFinder.newInstance,0.880523088,0.811445389,0.859889606
CmsContainerpageUtil.createGroupcontainerElement,0.919157081,0.84525645,0.914139387
ExtensionAlert.applyOverrides,0.950741246,0.888210438,0.955955229
AbstractFrame.restoreWindowSize,0.987765052,0.985473891,0.990527536
CachingGroovyEngine.exec,0.909737794,0.856947739,0.933463326
GeneralPurposeFFT_F64_1D.radb2,0.98312219,0.957851854,0.970841212
SerializedFormBuilder.build,0.772299011,0.625182227,0.710831881
Quantifier.toPattern,0.971187541,0.907428445,0.963502345
HoughTransformLineFootOfNorm.parameterize,0.822497782,0.81112644,0.817499213
GenericMethod.setRequestBody,0.929624859,0.872087873,0.907061238
IosHttpURLConnection.saveResponseCookies,0.930473399,0.929600519,0.949283725
CmsDirectEditButtons.openEditDialog,0.89447033,0.760380957,0.874958455
CmsPriorityTitleResourceComparator.create,0.998626432,0.9875971,0.998804898
GZIPOutputStream.writeShort,0.999911047,0.999032684,0.99990845
QueryBond.compare,0.892613345,0.90000875,0.896517333
FactoryOrientation.convertImage,0.884106809,0.814419064,0.923785396
ComponentMaximiserMouseListener.confirmMaximisation,0.783563939,0.708131961,0.734559184
HttpRequestHeader.setCookies,0.932208163,0.886437001,0.944972976
OnDiskArray.resizeFile,0.831379142,0.761210558,0.848908781
FactoryKernel.random2D_F32,0.998922779,0.993916579,0.998533006
CmsClientVariantDisplay.buildClientVariantUrl,0.74091034,0.713599762,0.736814735
CmsVfsService.getNoPreviewReason,0.870195183,0.78835689,0.855120746
AsymmetricCrypto.decrypt,0.980424967,0.953883025,0.986781777
LossLayer.fit,0.930565796,0.909243718,0.905127093
MessageFlyweight.getBoolean,0.971655295,0.963170344,0.975884981
DDS.search,0.891508442,0.803773291,0.8813017
Shell.getUlimitMemoryCommand,0.925800065,0.883298735,0.928111028
BondManipulator.getSingleBondEquivalentSum,0.996484461,0.98287146,0.994642209
RendererModel.setHighlightedAtom,0.904950679,0.886917251,0.961009267
CmsToolManager.setBaseToolPath,0.993313499,0.977824815,0.99527121
XPathParser.initXPath,0.930391796,0.882648986,0.934619607
SqlConnRunner.update,0.963438481,0.979995401,0.98640793
TimeZoneFormat.format,0.909146993,0.820694045,0.900071014
SpiderThread.startSpider,0.800414391,0.659032475,0.779715819
Numbers.equalLongAndDouble,0.864018275,0.796071,0.863338549
AtomContainerSet.setMultiplier,0.990145821,0.966059033,0.991391765
StreamGraphHasherV2.generateDeterministicHash,0.912300957,0.81778467,0.880519239
MethodWriterImpl.addNavDetailLink,0.999887874,1,0.999885465
CmsSerialDateValue.readOptionalArray,0.903711728,0.842904874,0.882449336
NetUtil.isInRange,0.906977219,0.811410399,0.923229608
DelayQueue.poll,0.989238863,0.977728231,0.988082789
HttpMethodBase.responseBodyConsumed,0.794154264,0.745261551,0.823896006
DefaultGroovyMethods.findIndexOf,0.972940244,0.918611063,0.964056519
TensorFlowImportValidator.checkAllModelsForImport,0.951130854,0.830104726,0.9442063
DataSet.binarize,0.859442635,0.75185797,0.819471823
KerasLayerUtils.removeDefaultWeights,0.90111272,0.836446875,0.900995041
ArrayFloat.copyFrom1DJavaArray,0.995031712,0.994300698,0.99825863
INFLO.run,0.958229101,0.922492259,0.958108342
Eval.compileFailResult,0.843192764,0.819956915,0.861689964
DemonstrationBase.openNextFile,0.709141299,0.527091459,0.741583059
DistCp.isAncestorPath,0.860622586,0.781470132,0.91410024
TaskTracker.done,0.936819707,0.899658088,0.959353455
CmsVisitEntryFilter.filterTo,0.999934914,0.999048327,0.999881898
HierarchicalClassLabel.compareTo,0.702635525,0.543873348,0.685979082
Validator.validateChinese,0.99987232,1,0.999876507
InvDatasetFcGrib.makeDatasetTop,0.986172264,0.957401632,0.985388764
SparkUtils.repartitionBalanceIfRequired,0.931302902,0.86284248,0.911819807
CatGenConfigMetadataFactory.readMetadataContentFromURL,0.897107764,0.792353494,0.858364791
MiniCluster.createRpcService,0.922209732,0.85893571,0.864177733
AtomContainerSetManipulator.getAllChemObjects,0.926350617,0.928263183,0.953201783
RepairingHandler.updateLastKnownStaleSequence,0.933807486,0.84334813,0.869199485
Bidi.getMemory,0.933110544,0.864810665,0.906030258
BeanUtil.fillBeanWithMap,0.945244766,0.884471562,0.945461734
View.getSingleton,0.798699286,0.681461254,0.80794642
RepairingTask.initRepairingHandlerAsync,0.831692578,0.693656023,0.754626344
PartitionReplicaFragmentVersions.setVersions,0.976733649,0.958712361,0.970647798
Session.write,0.844757836,0.82311426,0.905088668
FlinkKinesisProducer.flushSync,0.889781407,0.79582043,0.839020448
JShell.eval,0.851880723,0.799217761,0.858779099
DateTimeFormatter.format,0.932276999,0.881078383,0.938526709
SpiderScan.stopScan,0.963136892,0.942940826,0.977708657
DDSXMLParser.parseGrid,0.940379965,0.861448674,0.947691582
ExecutionGraph.attachJobGraph,0.896445191,0.824405579,0.884947219
CRLNumberExtension.set,0.951897804,0.913387723,0.94184367
Excel03SaxReader.getSheetName,0.936071906,0.910826975,0.951515935
XmlUtil.escapeXml,0.886372091,0.744874107,0.905850726
ContextAuthenticationPanel.changeMethodConfigPanel,0.915704829,0.825854462,0.875244372
CrossDriver.setup,0.999857491,1,0.999864099
DiskCache2.createUniqueFile,0.844204518,0.767238995,0.834227478
TransformerImpl.reset,0.817868235,0.71989011,0.763641523
Progress.complete,0.791975868,0.730127983,0.781180977
TreeSet.addAll,0.930639817,0.844227426,0.890746999
EventServiceImpl.getRegistrations,0.965118685,0.946932688,0.962050737
GroovyRunnerRegistry.entrySet,0.968316839,0.946952485,0.97322603
MapOutputFile.removeAll,0.84433137,0.773195215,0.80041085
HighlightGenerator.generate,0.87338639,0.796349212,0.898587314
DerValue.toDerInputStream,0.90414336,0.901812646,0.945870366
DefaultGroovyStaticMethods.getBundle,0.877656325,0.848642917,0.934686723
BuildState.flattenArtifacts,0.878719868,0.694661513,0.851280061
ExcelFileUtil.isXlsx,0.940744823,0.853881533,0.962647975
OlsonTimeZone.setID,0.967599721,0.933442561,0.912554911
CmsADEManager.getFormatterSettings,0.894138175,0.781048076,0.791729513
ExceptionUtil.getMessage,0.937563226,0.870898784,0.953843762
ChemicalFilters.convertOrder,0.874695487,0.740829575,0.888282638
OptionsApiPanel.getChkEnabled,0.982562536,0.976867362,0.973716706
LinearEquationSystem.equationsToString,0.715569391,0.515367194,0.709056588
DirectoryCollection.iterateOverMFileCollection,0.854508033,0.738645399,0.853194253
LineColumnReader.readLine,0.937708434,0.852626202,0.911193954
AnnotationTypeFieldBuilder.buildAnnotationTypeMember,0.934885648,0.864541314,0.883734527
QueryChemObject.setProperty,0.861730816,0.859281867,0.952560257
DocEnv.printWarning,0.992437203,0.985849723,0.993202851
BaseLevel1.iamax,0.986140356,0.950988918,0.982017023
INFLO.computeNeighborhoods,0.902208876,0.808025179,0.889854636
SslCertificateServiceImpl.createKeyPair,0.985326608,0.955197502,0.949813746
EigenvalueDecomposition.cdiv,0.983994426,0.883367968,0.970720773
CmsStyleVariable.setStyle,0.9042532,0.823560555,0.880311052
JsonMappers.getLegacyMapperFor,0.81746778,0.697641831,0.769268102
FastDatePrinter.selectNumberRule,0.974143939,0.895206031,0.976690867
RPUtils.buildTree,0.955606623,0.909065583,0.938123502
EnhanceImageOps.equalize,0.947976267,0.887725788,0.954039958
Messages.loadResourceBundle,0.844152971,0.790948229,0.851216797
BufrSplitter.readBuffer,0.896139636,0.793111382,0.878169334
LookasideCache.checkEvict,0.904620292,0.837901948,0.888508557
Logging.log,0.905963205,0.784916459,0.922103677
Dap2Lex.yylex,0.854424588,0.778346641,0.805195446
DataXceiver.run,0.833922599,0.731337565,0.75787912
CollectionExecutor.executeDataSink,0.916155576,0.814692674,0.898469749
SqlDateTimeUtils.dateDiff,0.914614613,0.788982399,0.883878196
EnumTypedef.writeCDL,0.983808993,0.974792943,0.983920835
HomographyInducedStereo3Pts.computeB,0.886128795,0.801408573,0.827261926
SerializedRecord.getStrings,0.896696194,0.813018523,0.933946794
ScanProgressDialog.getMainPanel,0.870686543,0.828509299,0.82733641
SameDiff.fit,0.912003253,0.827714815,0.890310486
OPTICSXi.updateFilterSDASet,0.953749898,0.91247819,0.939916592
FormatUtil.formatTo,0.925570399,0.889186214,0.90785667
ServletUtil.getParamMap,0.906765349,0.863657581,0.919436967
Config.setLockConfigs,0.995978234,0.987971993,0.990569757
AnnotationTypeRequiredMemberWriterImpl.getSummaryTableHeader,0.9120728,0.856898517,0.925619047
UnicodeReader.digit,0.892170893,0.779823232,0.918417892
A_CmsUI.changeProject,0.902655535,0.901306835,0.946503157
Duration.dividedBy,0.866888153,0.769860099,0.800133439
KvStateSerializer.serializeMap,0.946658688,0.936745646,0.95247409
Segments.getTotalClusterCount,0.974075788,0.94529885,0.976730119
BaseTransport.internalMessageHandler,0.934586148,0.884027024,0.92304212
AbstractJoiner.prepareClusterState,0.87508516,0.782395905,0.863186945
Java2DFrameConverter.getFrame,0.851067044,0.781011784,0.879451489
ExtensionScript.invokeSenderScript,0.977626698,0.965825842,0.970054321
CmsUploaderFileApi.onBrowserError,0.910872744,0.825756918,0.882395873
ProxyServer.startServer,0.924947443,0.794418181,0.90149789
AbstractFilteringStrategy.evaluateQueryEventFilter,0.916229046,0.915100683,0.897303432
CmsResourceUtil.getFullPath,0.847238858,0.779837608,0.889207033
Planar.reshape,0.981203581,0.953960937,0.985581329
MongoDS.initCloud,0.894824269,0.793471466,0.89145814
SqlConnRunner.del,0.960927191,0.934229612,0.955296699
SetUtils.difference,0.951522544,0.937144799,0.933551345
PharmacophoreMatcher.matches,0.877891397,0.787735383,0.840889822
Normalizer2Impl.recompose,0.908477475,0.793030893,0.84489484
CmsOverviewSearchIndexDialog.defineWidgets,0.964037563,0.931752779,0.938222409
ArrowConverter.writeRecordBatchTo,0.849646054,0.880338687,0.87062084
ExtensionDynSSL.getRootCaCertificate,0.829731847,0.759274568,0.819153033
SparkSequenceVectors.fitSequences,0.796297004,0.608806522,0.820244797
ConstantsSummaryWriterImpl.addPackageName,0.930144728,0.851038188,0.917415589
LocalTransformExecutor.executeJoin,0.80228465,0.738247127,0.806103657
VisOdomMonoPlaneInfinity.maximizeCountInSpread,0.879227174,0.752866414,0.821832073
Assert.checkNonNull,0.907584129,0.796626483,0.9221922
CmsXmlContentDefinition.findSchemaTypesForPath,0.889328725,0.822184411,0.897588348
AvroSerializer.snapshotConfiguration,0.919446168,0.892636642,0.865160637
LonePairElectronChecker.isSaturated,0.834721894,0.776367881,0.88243716
MemberSummaryBuilder.hasMembersToDocument,0.850125073,0.868132329,0.873878513
ByteBuffer.appendDouble,0.999916801,0.997751068,0.999914707
RandomUtil.randomColor,0.931266793,0.8865226,0.961776523
DefaultTableModel.addColumn,0.901960208,0.905127673,0.887892436
PROCLUS.computeDimensionMap,0.869793118,0.823577559,0.838677163
KerasTokenizer.textsToSequences,0.935891359,0.895845697,0.920687028
GempakSurfaceIOSP.buildShipFile,0.91091423,0.886502215,0.918014003
TypePrinter.className,0.923321679,0.874731907,0.898542795
CalibrationIO.save,0.818999163,0.764760476,0.823246245
NcmlConstructor.readVariable,0.87878649,0.810650074,0.886792318
DicLibrary.gets,0.878150765,0.73217873,0.870161085
FactoryBuilderSupport.autoRegisterNodes,0.663613977,0.617970828,0.755944207
RBBIRuleScanner.fixOpStack,0.909036003,0.830196219,0.920716542
ExtensionHttpSessions.getHttpSessionTokensSet,0.999137938,0.995232956,0.999295681
GlobalDSFactory.set,0.899322965,0.851322376,0.920968231
Spider.submitTask,0.820463237,0.725859131,0.846715462
ProxyThread.notifyPersistentConnectionListener,0.97925077,0.912413063,0.950891872
ConvolveImageNormalized.horizontal,0.976299571,0.972280675,0.972603956
PausableScheduledThreadPoolExecutor.setIncrementalDefaultDelay,0.836618013,0.7580613,0.884197853
CmsDefaultXmlContentHandler.validateLink,0.903615556,0.805593869,0.888868727
MathUtils.murmurHash,0.948320232,0.811694452,0.895258361
LUDecomposition.getU,0.936368904,0.93539227,0.936699514
Record.setNull,0.964256076,0.877026902,0.909741239
ExtAtomContainerManipulator.convertExplicitToImplicitHydrogens,0.848779645,0.750448886,0.888760387
AddOnLoader.getLocalClassNames,0.836031924,0.71117551,0.858293996
CalendarDateUnit.makeOffsetFromRefDate,0.878852107,0.778135141,0.846371525
TimeSourceProvider.getInstance,0.958971997,0.896884668,0.94318928
MemberSummaryBuilder.members,0.873559536,0.751909084,0.845199094
DoubleDynamicHistogram.materialize,0.938062459,0.849044651,0.942761977
