func_name,qwen3-4B_ires,doubao-embedding-vision-251215_ires,qwen3-8B_ires
MainFooterPanel.addFooterToolbarRightLabel,0.853978992,0.85548579,0.871033403
InternalMailUtil.encodeText,0.970567722,0.927124567,0.931293036
NetworkTopology.getPipeline,0.871200465,0.774164622,0.882897846
MolecularFormulaManipulator.getHTML,0.875333456,0.756856363,0.841077084
CmsDriverManager.addResourceToOrgUnit,0.999871029,0.999353937,0.999895881
DFSContentProvider.refresh,0.857288152,0.800548058,0.855373253
RichDiagnosticFormatter.preprocessDiagnostic,0.874081876,0.860467217,0.885206086
AtomContainer2.setAtoms,0.713465373,0.729094947,0.752021017
ExtensionScript.getWriters,0.865580273,0.753056251,0.83268191
MethodWriterImpl.getMethodDetailsTreeHeader,0.999872259,1,1
NamespaceNotifierClient.removeWatch,0.935538418,0.885172194,0.924532499
ConnectTableDescriptor.withSchema,0.92631943,0.871585653,0.906348775
fannkuch.count_flip,0.953504268,0.835079329,0.908478269
SearchIterator.setIndex,0.874281103,0.83164956,0.88260607
DatasetUrl.searchPath,0.606038889,0.507001236,0.614190619
UserAgentParser.parseBrowser,0.977928349,0.978691856,0.969240593
Tailer.start,0.739769917,0.529845541,0.754741998
Logging.getLogger,0.857191614,0.774870348,0.79119773
A_CmsUploadDialog.closeOnSuccess,0.89181525,0.736720787,0.925246825
FileInputFormat.getStatistics,0.773064275,0.671264629,0.812041231
BaseMigrationOperation.executeBeforeMigrations,0.927569998,0.845707713,0.908014316
DecimalFormatSymbols.setDecimalSeparatorString,0.999887027,0.998914819,0.999878016
OUTRES.outresScore,0.793427581,0.761439684,0.842416601
TreeInfo.fullName,0.983618197,0.949700696,0.972916575
CmsContentService.getEntityId,0.8982739,0.835707044,0.858398966
DFSClient.methodBasedRecoverLease,0.880842557,0.867606589,0.889065847
View.displayMessage,0.939198125,0.871590289,0.957846932
NumberUtil.toUnsignedByteArray,0.834851623,0.829772271,0.852885495
DatasetConstructor.findGroup,0.914388396,0.777550732,0.863406134
HttpSession.setTokenValue,0.999856099,0.999025331,0.999805233
CmsSecurityManager.deleteRelationsForResource,0.955730483,0.924487411,0.963367862
Index.toStringDebug,0.858949409,0.803191835,0.863410625
VentoFoggia.findSubstructure,0.734103382,0.584262786,0.721200008
FlexibleLOF.getKNNQueries,0.881396266,0.830993481,0.892682976
MemberSummaryBuilder.buildMethodsSummary,0.999898748,0.998331718,0.999945371
MetaClassImpl.setupProperties,0.817957795,0.726701958,0.838888563
MolecularFormulaManipulator.adjustProtonation,0.899516549,0.847968334,0.910247859
AbstractStaticHistogram.growSize,0.92724077,0.896386158,0.903329796
ChemicalFilters.convertBondStereo,0.988493004,0.956681812,0.976642488
FairSchedulerServlet.generateSelect,0.948477234,0.807745904,0.928133131
PooledDataSource.getConnectionDirect,0.843611936,0.695857957,0.794634656
Generator.dataset,0.944871783,0.882784268,0.936980583
GridHorizCoordSys.setLatLonDxDy,0.943156228,0.913949263,0.947290646
CmsJspNavigationBean.getItems,0.952733626,0.897069632,0.970811248
SDBaseOps.gatherNd,0.99987743,0.998814177,0.999859515
CmsDataViewClientWidget.createWidget,0.769376129,0.758796447,0.836520207
EllipsesIntoClusters.axisAdjustedDistanceSq,0.820653462,0.777532392,0.801168238
RubberbandRectangleHandles.move,0.944327127,0.873857575,0.885437007
SimulatorEventQueue.addAll,0.809102739,0.797509829,0.900053185
VMath.timesEquals,0.98897846,0.991759799,0.993098754
DocTreeScanner.visitSerialField,0.999917781,0.998743505,0.999892353
ErrorCollector.getException,0.92411823,0.876313436,0.928490015
KinesisConfigUtil.validateConsumerConfiguration,0.889252286,0.862258378,0.88799026
CertificateIssuerExtension.get,0.991289824,0.986595817,0.993144895
Scheduler.updatePattern,0.776392529,0.656711631,0.753313528
SphereUtil.sphericalVincentyFormulaRad,0.924780028,0.867402238,0.940849267
Grib2Utils.getLatLon2DcoordType,0.907583043,0.886295949,0.918690854
CRDTReplicationTask.getNonLocalReplicaAddresses,0.977239205,0.963244536,0.985025632
CountingMigrationAwareService.getMigrationStamp,0.993955927,0.978247642,0.988482026
CacheStatisticsImpl.addGetTimeNanos,0.897361385,0.885199524,0.912157607
GeneralPath.shapeOf,0.91827198,0.859727298,0.903220941
ByteBuffer.appendLong,0.999875413,0.998563902,0.999915488
DocCommentParser.identifier,0.934583223,0.91972694,0.952376891
CliFrontendParser.mergeOptions,0.984980405,0.973677967,0.987955214
RuleBasedNumberFormat.getRuleSetDisplayNameLocales,0.733853656,0.694234999,0.832654807
SegmentsUtil.getShort,0.999930382,0.997720767,0.999918397
TaskTable.remove,0.981862488,0.977875985,0.986258462
EmptyIterator.get,0.865788913,0.814786534,0.854336271
ExtendedAtomGenerator.generate,0.849654588,0.781119716,0.85926705
WorkbenchPanel.addPanel,0.90321616,0.770062338,0.838052232
LinearEquationSystem.nonZeroPivotSearch,0.946698377,0.882960378,0.955631228
FindDialog.getJPanel,0.878727069,0.78976836,0.856286882
JobTracker.activeTaskTrackers,0.999170941,0.997667585,0.997707463
CanvasSize.continueToMargin,0.742147583,0.724548726,0.770993477
AutocodeConcurrentApp.determineClassName,0.848311203,0.710407706,0.857358551
JarClassLoader.loadJar,0.999880294,1,0.999942343
UtilIO.getSourcePath,0.921701522,0.839936796,0.894292851
InternalLocaleBuilder.setLanguageTag,0.915653049,0.850991104,0.929081062
LocalMapStatsUtil.incrementOtherOperationsCount,0.986369476,0.974643257,0.99149267
CharsetToolkit.getReader,0.768269161,0.754017533,0.806009538
CatGenAndWrite.main1,0.80537918,0.713839938,0.860180073
DefaultStreamTokenizer.getTokens,0.904874894,0.807057135,0.818653468
CmsPublish.relationToBean,0.910004525,0.878110034,0.911651052
ClientPNCounterProxy.getReplicaAddresses,0.947375655,0.848456963,0.938184162
CreditBasedPartitionRequestClientHandler.channelActive,0.981591233,0.898899444,0.968625163
EstimateSceneCalibrated.convertToOutput,0.874822101,0.828749252,0.898639813
Configuration.generalValidOptions,0.889437316,0.855400842,0.909943678
MenuFileControl.importContext,0.93249159,0.819005401,0.93757515
Setting.getAndRemove,0.999924335,0.997734681,0.999902017
VFState.backTrack,0.697282868,0.643788683,0.702649237
CmsLinkProcessor.processLinks,0.999832903,0.998973684,1
UnitDimension.main,0.817615744,0.804042632,0.857315817
KerasModelBuilder.modelHdf5Filename,0.839919575,0.830497601,0.87279341
DateTimeUtils.unixDateToString,0.81408743,0.65350982,0.807899175
RocksDBOperationUtils.createColumnFamilyDescriptor,0.933323862,0.896620953,0.948414473
BondTools.isStartOfDoubleBond,0.876914754,0.784582135,0.892433585
UTF16.countCodePoint,0.993150061,0.982478388,0.990715155
NNDescent.boundSize,0.922754368,0.922024831,0.958013394
ListBuffer.append,0.841077952,0.795328004,0.917307
CmsContainerpageDNDController.isNewId,0.942207544,0.852053686,0.917962537
BinaryRowSerializer.checkSkipWriteForFixLengthPart,0.987696464,0.935503611,0.983805029
HTTPUtil.canonicalpath,0.994398934,0.987763633,0.995737866
DoubleArrayTrie.add,0.843568432,0.817177401,0.8816224
LocatedBlocks.setLastBlockSize,0.809868491,0.727815764,0.848811301
CmsListMetadata.htmlSearchBar,0.881069099,0.760601532,0.908402982
AutoImplementASTTransformation.getAllCorrectedMethodsMap,0.906414573,0.847831063,0.907741108
OverviewPlot.initialize,0.861371066,0.785147187,0.887256632
DenseHyperLogLogEncoder.estimateBias,0.757745607,0.668149549,0.814517182
Utils.parsePackageName,0.836829982,0.692026977,0.809988746
CompilerConfiguration.addCompilationCustomizers,0.958231536,0.877866739,0.963827332
CachingGroovyEngine.initialize,0.887420178,0.902696416,0.934913777
Config.setWanReplicationConfigs,0.999919539,0.998904057,0.999885115
PoolSchedulable.snapshotConfig,0.842599443,0.752114068,0.853803879
VMath.timesPlusTimes,0.983671663,0.921617767,0.958215709
ParameterizationFunction.determineAlphaMinMax,0.911219704,0.814808417,0.914843301
Numbers.asDoubleExactly,0.993219404,0.964387113,0.984635787
HttpSessionsPanel.getHttpSessionsTable,0.884379297,0.761651782,0.829461974
ObjectGraphBuilder.setReferenceResolver,0.967111505,0.926086851,0.96463128
GenerationBatch.addSource,0.822562391,0.823718507,0.866751765
HtmlDocletWriter.printHtmlDocument,0.966908481,0.867798078,0.956812194
CmsLoginManager.removeLoginMessage,0.999869913,0.997463788,0.999917851
DefaultJsonGenerator.writeIterator,0.895410003,0.894316664,0.895905126
Counters.write,0.701206824,0.741145689,0.797701025
JsonObject.add,0.927867538,0.862619428,0.929721772
MainFrame.setTitle,0.917957054,0.850935707,0.926758631
AssistedCalibration.captureFiducialPoints,0.819450667,0.595254038,0.829543026
AbstractParamContainerPanel.expandParamPanelNode,0.994604075,0.989413415,0.996455063
StandbySafeMode.triggerFailover,0.822249066,0.761455273,0.837973868
JobMonitor.doMonitor,0.834284237,0.794308143,0.887521194
SDBaseOps.cumprod,0.999927642,0.998386569,1
ResourceProfile.isMatching,0.949263845,0.890369575,0.956492927
ParosTableStructure.reconnect,0.783605583,0.616425525,0.810531873
ProxyGeneratorAdapter.visitClass,0.926076632,0.815323409,0.900507455
CmsUgcSession.updateUploadResource,0.916463961,0.882988038,0.933231011
DragableArea.disableStop,0.999870774,1,0.999904123
ProbabilityWeightedMoments.samLMR,0.769331218,0.801195519,0.865399492
NetUtils.getSocketFactory,0.972875777,0.926535848,0.962552647
DataStorage.doMerge,0.839207779,0.745940443,0.890050291
RecoverableMultiPartUploadImpl.uploadPart,0.891497363,0.745903329,0.890037012
FileUtil.isDirEmpty,0.992599186,0.969859735,0.99162072
StructureDataW.getScalarLong,0.9998461,0.998161524,0.999908679
PropertyWriterImpl.addNavDetailLink,0.999885907,0.998174217,0.999911677
VisibleMemberMap.getInheritedPackagePrivateMethods,0.730372545,0.74625968,0.754130975
BulkIterationNode.setNextPartialSolution,0.827252916,0.764517568,0.850738398
Sftp.get,0.999842711,0.998459886,0.999850384
CDMUtil.computeEffectiveShape,0.924135646,0.885148389,0.950790712
SpiderParam.setMaxDepth,0.936399181,0.893827746,0.957530113
FactoryDetectDescribe.surfFast,0.974412039,0.907434593,0.955571691
DoradeVOLD.getParamList,0.892100089,0.822067696,0.920542464
CmsSecurityManager.readParentFolder,0.998849988,0.991766888,0.999420453
VFlibMCSHandler.set,0.846821881,0.766873812,0.854060487
CmsLogFileApp.addChannelButton,0.951590167,0.91395373,0.955393984
WalkingIterator.fixupVariables,0.853683924,0.816547154,0.923981119
VisibleMemberMap.getMembersFor,0.834181707,0.775712314,0.848929716
ForceFieldConfigurator.assignAtomTyps,0.910478896,0.778911799,0.876069219
CmsADECache.uncacheGroupContainer,0.99989149,1,0.999830388
ExtensionPassiveScan.setPluginPassiveScannerAlertThreshold,0.997030314,0.989486436,0.99648778
IoUtil.contentEquals,0.90708784,0.816499171,0.891777292
GroovyShell.evaluate,0.910977904,0.831898655,0.939785687
SegmentMeanShiftSearch.weight,0.897876429,0.84271218,0.925539973
RedisDS.init,0.805268037,0.774389064,0.847004675
CmsPatternPanelMonthlyView.initSelectBoxes,0.956157559,0.906646718,0.955513453
OPTICSXi.extractClusters,0.896583145,0.782550667,0.838138175
Record.getFieldInto,0.924037211,0.888784365,0.931549922
CmsFileUtil.removeTrailingSeparator,0.969872458,0.943856882,0.961130004
GroovyRowResult.getAt,0.82559256,0.705837697,0.802472511
CmsInheritanceReferenceParser.getReference,0.999931799,1,0.999893633
TldRegionTracker.updateCurrent,0.949832271,0.912598246,0.954540575
EnumUtil.getFieldNames,0.891081072,0.805965752,0.901906979
GPathResult.getAt,0.792567977,0.691651844,0.772034819
Statistics.columnNullCount,0.999873402,0.999008595,0.999875125
DecimalFormatSymbols.setMonetaryGroupingSeparatorString,0.999863566,0.996789952,0.999913359
FundamentalLinear7.computeCoefficients,0.864211656,0.810278762,0.891166326
A_CmsDirectEditButtons.removeHighlightingAndBar,0.7513588,0.711973628,0.789399154
Config.setQueueConfigs,0.9999247,0.999113147,0.999927178
FundamentalExtractEpipoles.process,0.916068909,0.837068513,0.915524502
ComputationGraph.pretrain,0.989094701,0.983422017,0.984500343
LocalMapStatsImpl.setIndexStats,0.87069668,0.802673726,0.89157758
SplitDataProperties.getAllFlatKeys,0.90959623,0.759080259,0.906325569
QueueContainer.poll,0.96984886,0.94816062,0.976170992
MultipartFormData.getFiles,0.999838586,0.998558324,0.999869719
EvaluateVarianceRatioCriteria.evaluateClustering,0.950212847,0.848265212,0.928541476
X509CertImpl.getIssuerX500Principal,0.999889217,0.998252083,0.999891049
SM2.decrypt,0.977232476,0.964674568,0.985799061
CmsSitemapDNDController.handleDropSitemapEntry,0.775288659,0.739247034,0.872448817
RegularPathGraph.combine,0.853077347,0.749944459,0.854341604
DateIntervalFormat.fieldExistsInSkeleton,0.959450955,0.921116243,0.960703279
FSEditLog.logDelete,0.999918937,0.998141064,0.999929907
InvokeOnPartitions.invokeAsync,0.590904584,0.509172281,0.589449934
ZombieJob.makeUpRuntime,0.920473288,0.79700095,0.911952689
DateTimeExtensions.getZoneOffset,0.965115623,0.936905507,0.973509292
ClassWriter.instance,0.999836032,0.998646343,0.999883573
WindowsGrouping.hasTriggerWindow,0.904941197,0.802427607,0.899567642
DigitList.append,0.975574142,0.943576147,0.977802399
ExtensionAntiCSRF.generateForm,0.768077855,0.781577379,0.826301785
ParosTableHistory.deleteTemporary,0.881809356,0.853666152,0.87403356
ClassNodeUtils.getPropNameForAccessor,0.863422093,0.827188258,0.829962147
ClassWriter.writeParameterAttrs,0.857576855,0.84196024,0.879271116
SpanningTree.getCyclicFragmentsContainer,0.909243931,0.860636411,0.872754406
QuorumJournalManager.saveDigestAndRenameCheckpointImage,0.775830716,0.709683561,0.810121129
UnitImpl.isCompatible,0.950238746,0.848232691,0.920696933
GaussianAffinityMatrixBuilder.buildDistanceMatrix,0.964563865,0.940440961,0.964524951
OptionsCheckForUpdatesPanel.getPanelMisc,0.88314264,0.82098156,0.899361881
ModifierUtil.hasModifier,0.944986946,0.866929822,0.931860603
FactoryDerivativeSparse.createTwo1,0.997730168,0.994786913,0.996882119
LocatedDirectoryListing.readFields,0.903530756,0.841828766,0.884451104
ActiveEntity.load,0.729186267,0.705358928,0.737559051
MolecularFormulaManipulator.getMostAbundant,0.868377416,0.760767749,0.890575702
DFSClient.saveNamespace,0.961580344,0.94304267,0.951942533
ElementKindVisitor6.visitExecutable,0.998087106,0.996705897,0.997188019
XPathContext.releaseDTMXRTreeFrags,0.95517875,0.92863357,0.963643419
DocImpl.readHTMLDocumentation,0.847929678,0.691894255,0.860144456
ArrowConverter.getFieldForColumn,0.929483279,0.877726419,0.941863485
DebugSubstance.replaceAtomContainer,0.918633825,0.868260524,0.948727015
Types.OBJECT_ARRAY,0.924208159,0.89490111,0.940175503
ChemObject.compare,0.831713118,0.776387524,0.866117648
NetUtil.localIpv4s,0.869484667,0.786505924,0.865778904
DataStream.writeAsCsv,0.889976417,0.857353932,0.890841282
AtomContainerManipulator.removeNonChiralHydrogens,0.907188889,0.837726072,0.894336576
NonFlatRStarTree.computeHeight,0.933299285,0.915792684,0.95951485
CertificatePoliciesExtension.delete,0.999895302,0.99828242,0.999903819
DefaultPageHeader.writeHeader,0.999869638,0.999104715,0.999915913
JVMUtil.isHotSpotCompressedOopsOrNull,0.900324029,0.841514144,0.918518567
CmsJspStandardContextBean.getSitePath,0.813847685,0.793990137,0.875861813
CSSClassManager.addClass,0.978716228,0.97341635,0.980976276
JavacTrees.instance,0.718805309,0.675736295,0.800467672
HttpPostCommandProcessor.handleWanPausePublisher,0.988446819,0.962599797,0.991658203
AtomMassGenerator.showCarbon,0.942418092,0.878427956,0.913771405
Partition.order,0.991065834,0.948964595,0.993789239
HadoopRecoverableFsDataOutputStream.waitUntilLeaseIsRevoked,0.743133678,0.633945789,0.746555879
NestedClassWriterImpl.addSummaryType,0.880671355,0.890449328,0.869970731
SingularValueDecomposition.rank,0.837258752,0.619814145,0.824714364
KeyPointsCircleHexagonalGrid.computeEllipseCenters,0.835979405,0.740311623,0.863206905
ScanProgressItem.refresh,0.635275612,0.669862021,0.725582631
TransformProcess.transformRawStringsToInputList,0.962201529,0.887300708,0.968053327
SerializedFormBuilder.buildFieldDeprecationInfo,0.96412139,0.942204809,0.958119366
ChemObjectIO.addSettings,0.899507744,0.863140424,0.869878214
SiftScaleSpace.applyGaussian,0.883620944,0.839516687,0.894957269
ContourFeatureRenderer.draw,0.860114638,0.805566993,0.922910922
SpatialUtil.intersection,0.988354822,0.977231436,0.993043182
ThreadPoolExecutor.interruptIdleWorkers,0.993895264,0.992748268,0.992768427
SiftDetector.processFeatureCandidate,0.793264103,0.689177802,0.828442873
ExampleImageStitching.computeTransform,0.961524703,0.903867309,0.967080286
MultiSlice.toConstraintString,0.833805297,0.802077782,0.842823382
EventServiceSegment.removeRegistrations,0.979263172,0.947651558,0.974899378
JavacParser.foldStrings,0.756587946,0.667898108,0.792198694
ImageType.isSameType,0.922438595,0.908652396,0.903639794
FSNamesystem.checkLease,0.821196976,0.740614158,0.837156464
SpiderThread.addSpiderListener,0.955150535,0.885056566,0.909125938
ArrayStructure.getArray,0.834073771,0.877736309,0.91462668
Spider.isDefaultPort,0.875855006,0.806114362,0.843700786
MiniMax.findPrototypeSingleton,0.947958224,0.944523825,0.949034185
OptimizableHashSet.nextPowerOfTwo,0.844518432,0.826471339,0.921574325
Configuration.getFinalParameters,0.77989047,0.644215964,0.76497333
GribIndex.readOrCreateIndexFromSingleFile,0.90706584,0.81651625,0.916848682
ExampleFundamentalMatrix.simpleFundamental,0.981030525,0.915653787,0.975648627
SourceTreeManager.putDocumentInCache,0.911963011,0.80611836,0.908143823
DbUtils.hasIndex,0.979560111,0.980640763,0.988669904
GribCollectionMutable.close,0.999917287,0.998645517,0.99983008
Setting.store,0.973452656,0.951456243,0.974227182
ObjectUtil.cloneByStream,0.99098086,0.978321875,0.989710206
CmsWebdavServlet.getRelativePath,0.896393021,0.69641225,0.86027319
AbstractPlainDatagramSocketImpl.disconnect,0.872677651,0.897339907,0.901253399
JsonArray.add,0.999827467,0.998476506,1
ViterbiBuilder.isLatticeBrokenBefore,0.999865513,0.998601719,0.999899453
OptimizerPlanEnvironment.setAsContext,0.751521338,0.704855277,0.783701609
ErrorCollector.write,0.851966008,0.801536979,0.873728691
GridVariable.findRecord,0.936068352,0.884137643,0.936990807
JavaTokenizer.scanNumber,0.90906162,0.775673415,0.902702228
CollectionInputFormat.checkCollection,0.93419771,0.822040087,0.934553799
HazelcastClient.shutdownAll,0.924939515,0.894250585,0.92383104
GroovyMBean.listAttributeNames,0.999893044,0.999226723,1
SplitIndexWriter.getNavLinkPrevious,0.861012512,0.837913811,0.907834856
SegmentMeanShiftSearch.distanceSq,0.956590431,0.928885199,0.964492082
RaidNode.join,0.948570305,0.912122968,0.939288596
JavacFileManager.getRelativeName,0.914103035,0.811538957,0.891448948
GrayF32.get,0.993532774,0.975703263,0.986106269
HtmlAnalysis.createHtmlAnalysisFile,0.975013558,0.958929662,0.979844383
TreeInfo.endPos,0.955762413,0.852304717,0.955331105
A_CmsDiffViewDialog.deactivatedEmphasizedButtonHtml,0.847861837,0.748651575,0.861229002
MapServiceContextImpl.interceptGet,0.92726495,0.843990648,0.919187463
AbstractKMeans.minusEquals,0.999924715,0.99916494,0.99991514
AbstractPlugin.stripOff,0.911993951,0.822483032,0.906421207
CoverTree.bulkConstruct,0.93468802,0.873238928,0.93444286
NestedMapsStateTable.countMappingsInKeyGroup,0.959408714,0.923059799,0.962034866
BaseTemplate.includeGroovy,0.999922209,1,0.999893405
QueryStereoFilter.neighbors,0.898326438,0.837461736,0.902624328
ClassTracker.setCurrentBytes,0.873786859,0.817070659,0.854293146
WKTParser.getParameter,0.819622552,0.74786244,0.832224885
ParosDatabase.open,0.948860606,0.869005348,0.929207361
DescriptorValue.getNames,0.669552374,0.563726555,0.727007427
DecimalFormat.round,0.788437347,0.723820691,0.82387369
IO.copyFileB,0.99670845,0.990834524,0.991134212
PatriciaTrie.clear,0.779566897,0.816596613,0.827862845
DriverTableModel.deleteDriver,0.584993792,0.531948566,0.675262151
ScriptUtil.eval,0.970184513,0.946042808,0.953725772
AddOn.getIdsAddOnDependencies,0.744616935,0.669869326,0.777869958
ImageSet.getNonFileImageManagers,0.978534915,0.970572894,0.968194355
PKCS9Attributes.getAttributes,0.894061946,0.763228681,0.824476307
AbstractContainerCollector.run,0.861982142,0.782330808,0.8629828
HttpMethodBase.processResponseHeaders,0.950618634,0.919196068,0.953264445
FmrInv.finish,0.812453111,0.725798132,0.863263628
StaticTypeCheckingVisitor.inferClosureParameterTypes,0.788369129,0.773068843,0.848459066
DateTime.of,0.999927301,0.999147863,0.999887857
SystemLogParser.parseMonth,0.886159038,0.761463028,0.886026247
SqlValidatorImpl.validateOrderItem,0.901683398,0.860344131,0.89377459
Operator.op,0.947068447,0.90977527,0.944623336
ExtensionSpider.startScanAllInContext,0.963521363,0.918408551,0.959342736
DFSActionImpl.run,0.778323256,0.639262537,0.774205118
ThreadGroup.destroy,0.978663736,0.966501513,0.967976676
RGroupQueryReader.parseRGFile,0.889938481,0.762790003,0.906202619
Enter.topLevelEnv,0.791710941,0.780219592,0.844780408
SelectAlgorithmAndInputPanel.setActiveGUI,0.975576628,0.939770566,0.965484972
MesosTaskManagerParameters.buildVolumes,0.949803908,0.893873248,0.93615566
CFpointObs.identifyEncodingStation,0.818142564,0.767157731,0.866936913
CmsDriverManager.resetResourcesInProject,0.903596149,0.826952518,0.899194232
Validator.validateEmpty,0.999860083,0.99895448,0.999889002
CmsContentEditorDialog.onWindowClose,0.79030932,0.749076171,0.835038887
IO.copyDirTree,0.935498046,0.903955544,0.936023981
ULocale.setDefault,0.894251403,0.783755961,0.829382184
FactoryFiducialCalibration.squareGrid,0.990420443,0.978864746,0.989279224
DatabaseUtil.getClassLabels,0.997693352,0.992571835,0.997605862
ZapToggleButton.updateCurrentToolTipText,0.947553058,0.895991176,0.931405293
JavacParser.classOrInterfaceOrEnumDeclaration,0.862843126,0.857875941,0.952122937
BeanUtil.beanToMap,0.809193313,0.73720842,0.912715373
ChunkWriter.write,0.749681615,0.543184758,0.761646893
AbstractCache.wordAtIndex,0.771755458,0.726789228,0.768341856
CmsAreaSelectPanel.getXForY,0.983120883,0.955550836,0.981852007
CmsFrameset.topFrameReload,0.787752875,0.690883278,0.826093852
RnnLossLayer.computeScoreForExamples,0.978842167,0.957283304,0.982368267
CacheObjIterator.nextValue,0.824202755,0.701634926,0.871032376
ExtendedKeyUsageExtension.getElements,0.695170524,0.752822206,0.819345107
LocaleUtils.getLocalDisplayName,0.832939685,0.749110116,0.845073674
OrientationHistogramSift.findHistogramPeaks,0.88853327,0.80664343,0.921363014
CorrectGeometricConfiguration.reflect,0.853928166,0.712084802,0.889838663
MmffAtomTypeMatcher.symbolicTypes,0.929764807,0.829904643,0.932874934
Node.text,0.890479555,0.784413287,0.825949525
XmlUtil.createXml,0.84171834,0.751918319,0.837197044
PluginDefaultGroovyMethods.previous,0.887982458,0.856874118,0.853134944
MultiLayerNetwork.pretrainLayer,0.884057114,0.846019426,0.919240656
Range.union,0.97068655,0.899332091,0.962895253
GraphTransformUtil.getSubgraphsMatching,0.83786896,0.811822076,0.912298908
AboutWindow.initialize,0.977795203,0.950566443,0.987812678
GroovyRootDocBuilder.processPackageInfo,0.913472225,0.837573898,0.912045381
MMElementRule.setParameters,0.835560068,0.720633065,0.863444529
DoubleParameter.setMaximumValue,0.980323502,0.936294714,0.986301592
IndexBuilder.putMembersInIndexMap,0.87677472,0.819706909,0.921807901
TaskInProgress.updateJobStats,0.849334736,0.83797585,0.867383226
MemorySize.parseBytes,0.917303673,0.8192232,0.89048874
MetaClassImpl.chooseMethod,0.963953663,0.883308561,0.912511425
GammaDistribution.digamma,0.803592059,0.755252369,0.903957048
Session.getNewContext,0.849445086,0.819151898,0.898725467
RendererModel.set,0.999835336,1,1
ScalablePicture.loadAndScalePictureInThread,0.931131575,0.847163216,0.909883948
ResourceGrant.isSet,0.887657057,0.86861998,0.932761362
VariableScope.getDeclaredVariables,0.999891344,0.99938591,0.99988981
VPTree.buildFromData,0.822752494,0.762360792,0.86295129
CmsEncoder.decodeStringsFromBase64Parameter,0.84750619,0.781628676,0.856889869
UnsafeBuffer.getLong,0.99990511,0.998648261,1
Resolve.findField,0.93595688,0.88112023,0.949255913
CaseInsensitiveMap.customKey,0.99186864,0.962885742,0.989374342
VlenIO.writeInt,0.834948233,0.838474592,0.892955948
FilteredNormalizer2.isNormalized,0.992587507,0.99141962,0.989530358
CmsResourceTreeContainer.removeChildren,0.875722308,0.808518469,0.895097196
RaidNode.raidedByOtherHighPriCodec,0.849945717,0.792079349,0.888923038
BytecodeInterface8.cArrayGet,0.973118801,0.879173114,0.964474877
GenericDenseDescribeImageDense.configure,0.828508583,0.75422726,0.849458657
ModelSerializer.getObjectFromFile,0.964333984,0.938264116,0.965802273
StylesheetHandler.pushSpaceHandling,0.973808232,0.889380814,0.959191699
ErasureCode.locationsToReadForDecode,0.933876642,0.811291315,0.929614541
CalendarDateUnit.withCalendar,0.961695399,0.928939777,0.925775215
SqlUtil.buildLikeValue,0.936389751,0.879323256,0.927585103
DbUtils.hasColumn,0.999840785,1,0.999924322
MapAllStringsExceptListTransform.map,0.776522323,0.768788161,0.748876803
CharacterDecoder.readFully,0.817820794,0.736891595,0.835723501
HazelcastProperties.getNanos,0.999907749,0.998787921,0.999931561
CmsJspContentAccessBean.getLocaleSubValueList,0.999910907,1,0.999921443
DaylightModel.valence,0.852630472,0.824562072,0.869168659
ElasticsearchUpsertTableSinkFactoryBase.getValidatedProperties,0.948297962,0.878455751,0.958882607
UAMIVServiceProvider.readData,0.793878206,0.6214686,0.813731111
Traits.isAnnotatedWithTrait,0.962160993,0.891396809,0.960857746
ClusterOrder.order,0.759617116,0.772823559,0.755263131
NearCacheConfig.setInMemoryFormat,0.963401443,0.91625007,0.961238825
FragmentUtils.splitMolecule,0.916160313,0.815264626,0.904608767
ServletUtil.getClientIP,0.912998449,0.805431973,0.906795444
MembershipManager.updateMembers,0.885884543,0.779485296,0.87895179
Runner.getAlgorithmUsage,0.857879478,0.903815678,0.904394567
ClassWriter.writeCode,0.924993295,0.850391062,0.93077733
DicLibrary.put,0.955498078,0.924215923,0.963442003
ProxyGenerator.instantiateDelegateWithBaseClass,0.82187994,0.72474172,0.889596373
ConfigCatalogInitialization.checkCatalogToRead,0.854137549,0.715410584,0.821405817
CmsFavoriteEntry.setSiteRoot,0.908958958,0.79726207,0.908592922
DateTimeUtils.addMonths,0.810216566,0.695346236,0.89608107
TaskSlotTable.start,0.840406849,0.774703694,0.837995763
PartitionWideEntryWithPredicateOperationFactory.tryToObtainKeysFromIndexes,0.738890397,0.726093162,0.781309479
NioGroovyMethods.eachFileMatch,0.778485148,0.653235811,0.803268541
Log.printRawDiag,0.949488324,0.864503408,0.944026058
LPIntegerNormDistanceFunction.preDistance,0.999277776,0.997799245,0.999501452
TldRegionTracker.trackFeature,0.797573663,0.631950774,0.803647662
ArrayChar.getDataAsByteBuffer,0.737685427,0.663887097,0.774041504
Resolve.findMemberType,0.97813429,0.971421296,0.984064945
HtmlTree.isValid,0.616840763,0.477395723,0.694725917
CmsWidgetDialogParameter.commitValue,0.606751824,0.619295245,0.607274986
Nc4Cursor.readAtomicScalar,0.782034016,0.680118517,0.785845268
FlinkYarnSessionCli.repStep,0.864198672,0.814323786,0.859927208
XMLTokener.skipPast,0.907108306,0.778769867,0.892582577
ROCMultiClass.merge,0.874960579,0.723804516,0.836855464
RangeMassDecomposer.calcERT,0.855814402,0.693900707,0.911976625
FilteredConvexHull2D.computeConvexHull,0.730728097,0.549359132,0.746419663
CompileUnit.addClassNodeToCompile,0.862763611,0.774512239,0.846553908
