software,k0_ires,k1_ires,k2_ires,k3_ires,k4_ires,k5_ires,k6_ires,k7_ires,k8_ires,k9_ires,k10_ires
func_name,8.702000000000387,6.5113999999999965,6.044899999999977,6.09690000000004,5.732299999999993,5.65629999999997,5.552099999999981,5.4963999999999755,5.4062999999999795,5.4523999999999715,5.348999999999967
